longitude,latitude,house_age,area,elevator,janitor,parking_space,closing_year,bedroom,living_room,bathroom,residential,property_type_apartment,property_type_detached_house,property_type_mansion,property_type_residential_building,sale_floor_all,sale_floor_basement,sale_floor_other,lower_floor,middle_floor,higher_floor,sale_floor_count,total_floor,price
0.9872431469407276,0.9237452230371764,0.039039039039039,0.0628139252929969,1,1,0.0,112,0.09375,0.0952380952380952,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.2068965517241379,10000000
0.8563708225498488,0.9524637153988637,0.0705705705705705,0.0478032446163616,0,0,0.0,110,0.125,0.0952380952380952,0.0285714285714285,1,0,1,0,0,1,0,0,1,1,1,0.25,0.0344827586206896,3200000
0.8764123173272651,0.9741130481826517,0.0,0.0956064892327232,1,1,0.05,110,0.125,0.0952380952380952,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.4482758620689654,14100000
0.870185095441343,0.965400804580696,0.033033033033033,0.2307026153224409,0,1,0.0,111,0.28125,0.1428571428571428,0.0476190476190476,0,0,1,0,0,1,0,0,1,1,1,0.5,0.1034482758620689,18360000
0.8096937229584285,0.9785527127195196,0.0,0.1004176048342089,0,0,0.0,110,0.125,0.0952380952380952,0.0380952380952381,1,0,1,0,0,1,0,0,1,1,1,0.5,0.1034482758620689,12000000
0.8073875768778009,0.9811212675778478,0.0,0.0797875411350383,1,1,0.05,110,0.09375,0.0952380952380952,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.4482758620689654,7100000
0.9019639097998606,0.8978097991543414,0.0345345345345345,0.0732251794546119,1,0,0.05,111,0.09375,0.0952380952380952,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.3103448275862069,5800000
0.81049387085082,0.9277299022578944,0.021021021021021,0.0164925042818928,1,1,0.0,111,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0.125,0.1724137931034483,1300000
0.8475771942817403,0.945040767893552,0.0,0.1190847333679733,0,0,0.0,111,0.09375,0.1428571428571428,0.0380952380952381,1,0,1,0,0,1,0,0,1,1,1,0.5,0.1034482758620689,17600000
0.8687935935462576,0.9538002522385014,0.0105105105105105,0.0373535015299347,1,1,0.0,112,0.0625,0.0952380952380952,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.2068965517241379,6680000
0.9713499751145208,0.9311675980638904,0.0,0.0633335257779573,1,1,0.05,110,0.0625,0.0952380952380952,0.0095238095238095,1,0,0,0,1,0,0,0,0,0,0,0.125,0.7931034482758621,8500000
0.9639875851140688,0.931300305834263,0.015015015015015,0.0929122644958913,1,1,0.05,111,0.09375,0.0952380952380952,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.4482758620689654,23500000
0.9625323850569032,0.9177151629492036,0.048048048048048,0.0775744279583549,0,0,0.0,110,0.125,0.0952380952380952,0.019047619047619,1,0,1,0,0,1,0,0,1,1,1,0.5,0.1034482758620689,12800000
0.8820416839931227,0.9688981449280014,0.033033033033033,0.0663164174508785,1,1,0.0,110,0.09375,0.0952380952380952,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.6551724137931035,7200000
0.9540393277918042,0.9384240298095428,0.033033033033033,0.0652387275561457,1,0,0.05,111,0.09375,0.0952380952380952,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.1724137931034483,10760000
