Longitude,Latitude,House-Age,Area,Property-Type,Purpose,Floor,Elevator,Janitor,Parking-Space,Closing-Date,Price,Bedroom,Living Room,Bathroom
120.92939658337735,24.83844967883117,5,32.18,住宅大樓(11層含以上有電梯),住家用,十三層/十五層,有,有,1,112/04/21,"8,700,000",2,2,1
120.95983025239676,24.77768032265905,28,42.25,華廈(10層含以下有電梯),住家用,三層/八層,有,有,0,112/04/12,"5,200,000",3,2,2
121.0121639600155,24.78074592710489,33,50.30,透天厝,住家用,全/四層,無,無,0,112/04/22,"21,630,000",4,3,3
120.99711190668312,24.79754869271905,25,41.99,住宅大樓(11層含以上有電梯),住家用,五層/十五層,有,有,0,112/04/24,"14,180,000",4,1,2
120.99711190668312,24.79754869271905,25,42.04,住宅大樓(11層含以上有電梯),住家用,九層/十五層,有,有,0,112/04/23,"14,680,000",3,2,2
120.96950473160844,24.76586409516444,16,46.88,住宅大樓(11層含以上有電梯),住家用,八層/十四層,有,有,1,112/04/19,"12,700,000",2,2,1
120.96147018035924,24.815104414943868,26,12.44,住宅大樓(11層含以上有電梯),住家用,十一層/十四層,有,有,0,112/04/30,"3,350,000",1,1,1
120.97604628141876,24.78905988675181,27,62.19,透天厝,住家用,全/四層,無,有,1,112/04/16,"18,800,000",4,2,3
120.93543559890637,24.77403324433007,13,88.68,透天厝,住家用,全/三層,無,有,0,112/04/16,"21,300,000",5,3,4
120.97609967486088,24.82008222679133,26,38.47,華廈(10層含以下有電梯),住家用,五層/七層,有,有,1,112/04/16,"10,000,000",3,2,2
120.92884070725472,24.7896588432239,9,33.08,華廈(10層含以下有電梯),辦公用,七層/七層,有,有,1,112/04/29,"7,800,000",3,1,2
120.9503750815197,24.75566560733057,25,9.52,公寓(5樓含以下無電梯),住家用,三層/四層,無,有,0,112/04/29,"1,000,000",0,0,0
120.96581171186564,24.819150291510542,19,51.33,住宅大樓(11層含以上有電梯),住家用,八層/十四層,有,有,1,112/04/14,"14,650,000",4,2,2
120.9244887368153,24.790198418149146,1,28.91,華廈(10層含以下有電梯),商業用,一層/八層,有,有,1,112/04/01,"13,000,000",1,1,1
121.01495337724997,24.78581075281287,17,43.69,住宅大樓(11層含以上有電梯),住家用,三層/十三層,有,有,1,112/04/16,"17,750,000",3,2,2
120.90821360651948,24.74434181605278,16,111.48,透天厝,住家用,全/四層,無,有,0,112/04/03,"18,200,000",5,2,4
121.01399465715168,24.791074530971173,2,33.05,住宅大樓(11層含以上有電梯),住家用,十五層/二十四層,有,有,1,112/04/16,"16,850,000",2,2,1
121.01013748135694,24.791183189331147,12,58.59,住宅大樓(11層含以上有電梯),住家用,二層/十二層,有,有,1,112/04/03,"26,000,000",4,2,2
120.96981900003654,24.81564805474524,34,58.06,公寓(5樓含以下無電梯),住家用,"四層,五層/五層",無,無,0,112/04/20,"5,100,000",4,2,3
120.96179853841042,24.808847674434453,15,10.34,華廈(10層含以下有電梯),辦公用,五層/十層,有,有,0,112/04/22,"4,160,000",1,1,1
120.99393678024126,24.80170176686549,25,39.31,住宅大樓(11層含以上有電梯),住家用,六層/十二層,有,有,0,112/04/16,"14,400,000",3,2,2
120.9602794165496,24.79570160292152,18,8.00,華廈(10層含以下有電梯),住家用,二層/五層,有,有,0,112/04/25,"2,700,000",0,0,0
120.93259205731428,24.838965774314328,15,28.21,住宅大樓(11層含以上有電梯),住家用,十四層/十四層,有,有,1,112/04/06,"6,750,000",2,2,1
120.97571484342116,24.815071290188776,33,9.71,華廈(10層含以下有電梯),住商用,五層/七層,有,有,0,112/04/19,"1,470,000",0,0,0
121.01318314796754,24.786235265023404,28,11.71,住宅大樓(11層含以上有電梯),辦公用,十層/十三層,有,有,0,112/04/06,"4,700,000",1,1,1
121.0165756354264,24.788302483387465,15,28.53,住宅大樓(11層含以上有電梯),住家用,五層/十一層,有,有,1,112/04/07,"10,650,000",2,1,1
120.95065215361868,24.755096889870654,26,9.00,公寓(5樓含以下無電梯),住家用,四層/五層,無,有,0,112/04/05,"1,060,000",1,1,1
121.00895075535256,24.79259173686891,11,18.09,住宅大樓(11層含以上有電梯),住家用,十四層/十五層,有,有,0,112/04/08,"10,300,000",1,1,1
120.9647303750366,24.795007518579062,29,27.65,華廈(10層含以下有電梯),住家用,六層/七層,有,無,0,112/04/04,"7,380,000",0,0,0
120.96366141676656,24.79768877197646,32,14.54,住宅大樓(11層含以上有電梯),住家用,十二層/十二層,有,有,0,112/04/05,"4,380,000",1,1,1
120.99878351420428,24.78995563484713,25,11.57,華廈(10層含以下有電梯),住家用,三層/六層,有,有,0,112/04/12,"3,980,000",0,0,0
120.95235607114874,24.798290509675677,10,34.13,住宅大樓(11層含以上有電梯),住家用,十四層/十五層,有,有,1,112/04/05,"10,800,000",2,2,1
121.00372875114958,24.79573391429741,12,50.95,住宅大樓(11層含以上有電梯),住家用,十一層/十三層,有,有,0,112/04/15,"20,600,000",3,2,2
120.96995548931068,24.82394536096714,26,43.12,華廈(10層含以下有電梯),住家用,五層/七層,有,有,1,112/04/23,"13,000,000",4,2,2
121.02461472615548,24.78081662953929,29,33.11,住宅大樓(11層含以上有電梯),住家用,十二層/十二層,有,有,0,112/04/22,"6,600,000",0,0,0
120.90883627849072,24.74458596267216,41,38.12,透天厝,住家用,全/二層,無,無,0,112/04/15,"5,600,000",3,2,2
120.95549961400924,24.80313081621968,14,13.05,華廈(10層含以下有電梯),辦公用,十層/十層,有,有,0,112/04/18,"5,700,000",2,2,1
120.96232346589136,24.80662677496856,42,29.63,華廈(10層含以下有電梯),住家用,十層/十層,有,有,0,112/04/14,"7,500,000",0,0,0
120.97731649646524,24.76546822281312,28,20.40,華廈(10層含以下有電梯),住家用,一層/五層,有,有,0,112/04/05,"5,700,000",3,2,3
120.95305569941534,24.80524276933716,33,37.97,華廈(10層含以下有電梯),住家用,五層/七層,有,有,0,112/04/09,"8,400,000",3,2,2
120.95549961400924,24.80313081621968,14,17.06,華廈(10層含以下有電梯),辦公用,五層/十層,有,有,1,112/04/18,"7,300,000",2,2,1
120.90862692574728,24.74696038812137,29,31.67,公寓(5樓含以下無電梯),住家用,四層/四層,無,無,0,112/04/12,"3,210,000",3,2,2
120.95071537464553,24.79531955799904,7,67.18,住宅大樓(11層含以上有電梯),住家用,十一層/十二層,有,有,2,112/04/27,"19,200,000",3,2,2
120.9491787847513,24.804040697028523,1,21.31,華廈(10層含以下有電梯),住家用,二層/五層,有,有,1,112/04/11,"10,800,000",2,2,2
120.97030185871508,24.82343983866633,39,40.99,透天厝,住家用,全/二層,無,無,0,112/04/03,"14,100,000",5,3,2
121.0254054226018,24.778577391903003,24,28.29,住宅大樓(11層含以上有電梯),住家用,六層/十四層,有,有,1,112/04/20,"7,800,000",2,1,1
120.96428359719954,24.800957282928454,26,47.30,華廈(10層含以下有電梯),住家用,三層/八層,有,有,1,112/04/19,"13,000,000",3,2,2
120.95960272005726,24.77793305717513,28,71.44,透天厝,住家用,全/三層,無,有,0,112/04/14,"11,000,000",5,2,3
120.98990123805348,24.801575143594413,7,16.73,住宅大樓(11層含以上有電梯),住家用,四層/十二層,有,有,1,112/04/21,"4,500,000",3,2,2
120.9672755824318,24.782268693200557,16,120.33,透天厝,住家用,全/四層,無,無,0,112/04/04,"39,500,000",6,2,7
120.96819496083258,24.822401105771583,23,34.77,住宅大樓(11層含以上有電梯),住家用,十層/二十層,有,有,0,112/04/11,"9,100,000",3,2,2
120.95071537464553,24.79531955799904,7,41.19,住宅大樓(11層含以上有電梯),住家用,三層/十四層,有,有,1,112/04/30,"13,720,000",3,2,1
121.01818689817352,24.782767742340543,28,33.06,住宅大樓(11層含以上有電梯),住家用,十二層/十三層,有,有,0,112/04/12,"9,200,000",3,2,2
121.011096769787,24.79046986385436,8,70.45,住宅大樓(11層含以上有電梯),住家用,二十一層/二十五層,有,有,2,112/04/12,"32,500,000",4,2,2
120.92130200455492,24.79353736778737,23,55.54,透天厝,住家用,全/四層,無,無,0,112/04/29,"14,580,000",4,2,3
121.01723820908144,24.787896120607037,43,29.95,透天厝,住家用,全/二層,無,無,0,112/04/11,"16,200,000",5,2,3
121.01130469899294,24.7930700971635,47,20.83,透天厝,住家用,全/二層,無,無,0,112/04/16,"12,500,000",5,2,1
121.01715935884684,24.789855337786825,10,39.73,住宅大樓(11層含以上有電梯),住家用,四層/十四層,有,有,1,112/04/06,"19,310,000",2,2,1
120.92003650532035,24.76192741247631,28,83.45,透天厝,住家用,全/五層,無,有,0,112/04/25,"15,000,000",6,2,4
120.9851424734302,24.811388860240687,12,48.51,住宅大樓(11層含以上有電梯),辦公用,九層/十四層,有,有,1,112/04/15,"22,930,000",3,2,2
121.00901026500098,24.794912084654595,27,35.76,華廈(10層含以下有電梯),住家用,二層/八層,有,有,1,112/04/23,"12,500,000",3,2,1
120.97295523000608,24.81374362037025,30,34.16,公寓(5樓含以下無電梯),住家用,二層/五層,無,無,0,112/04/26,"6,000,000",0,0,0
120.99577653971662,24.80104273147553,23,39.15,住宅大樓(11層含以上有電梯),住家用,十層/十二層,有,有,0,112/04/28,"15,000,000",3,2,2
120.90685771586104,24.74627311418789,5,121.57,透天厝,工業用,全/一層,無,無,0,112/04/10,"55,000,000",0,0,0
121.00901026500098,24.794912084654595,27,37.05,華廈(10層含以下有電梯),住家用,七層/八層,有,有,1,112/04/30,"13,200,000",3,2,2
120.9500037726119,24.794028226795948,19,76.62,透天厝,住家用,全/四層,無,有,0,112/04/26,"23,500,000",4,3,3
120.96091273918974,24.7946634849946,29,35.11,住宅大樓(11層含以上有電梯),住家用,五層/十二層,有,有,0,112/04/17,"9,600,000",3,2,2
120.9707475280487,24.82133625527222,28,27.32,華廈(10層含以下有電梯),住家用,三層/六層,有,有,0,112/04/10,"6,500,000",2,1,1
120.92012640282606,24.76050996049692,28,62.67,透天厝,住家用,全/三層,無,有,0,112/04/27,"6,000,000",5,2,3
120.95549961400924,24.80313081621968,14,15.54,華廈(10層含以下有電梯),辦公用,十層/十層,有,有,0,112/04/19,"6,050,000",2,2,1
120.9292625835072,24.72580827512093,29,41.94,透天厝,住商用,全/二層,無,無,0,112/04/19,"7,880,000",4,2,3
120.93861277757624,24.78833595890882,31,27.13,公寓(5樓含以下無電梯),住家用,四層/五層,無,無,1,112/04/30,"4,320,000",3,2,2
120.95063286573152,24.77887837859039,6,78.52,透天厝,住家用,全/四層,有,有,0,112/04/07,"19,850,000",6,2,7
120.94820195245632,24.798262042628163,40,52.81,透天厝,住家用,全/三層,無,無,0,112/04/03,"7,000,000",5,3,3
121.01399465715168,24.791074530971173,2,32.73,住宅大樓(11層含以上有電梯),住家用,八層/二十四層,有,有,1,112/04/21,"17,180,000",2,2,1
120.96201843194802,24.801372041976357,13,43.53,華廈(10層含以下有電梯),住家用,六層/十層,有,有,1,112/04/14,"16,770,000",3,2,2
120.94258593961344,24.836956580903365,28,30.95,華廈(10層含以下有電梯),住家用,一層/八層,有,無,1,112/04/18,"6,450,000",2,2,2
120.9776431121224,24.76376185959072,26,24.26,華廈(10層含以下有電梯),住家用,二層/十層,有,有,0,112/04/02,"4,250,000",2,2,1
120.97566943433245,24.794314497183088,44,25.05,公寓(5樓含以下無電梯),住家用,五層/五層,無,無,0,112/04/17,"6,400,000",3,2,2
121.02692776146196,24.77578726917276,22,10.53,公寓(5樓含以下無電梯),住家用,三層/四層,無,有,0,112/04/30,"3,800,000",1,1,1
120.97232059061344,24.820722600879204,27,34.81,華廈(10層含以下有電梯),住家用,五層/五層,有,有,1,112/04/20,"8,750,000",2,2,2
121.01189803968404,24.79221233050372,7,46.05,住宅大樓(11層含以上有電梯),住家用,二十八層/二十八層,有,有,1,112/04/09,"24,500,000",2,2,1
120.96819496083258,24.822401105771583,23,46.22,住宅大樓(11層含以上有電梯),住家用,十七層/二十層,有,有,1,112/04/08,"13,600,000",3,2,1
120.9566458166,24.77804960662196,21,62.78,透天厝,住家用,全/四層,無,有,0,112/04/10,"8,800,000",4,2,3
120.96182691076216,24.813100153758946,8,68.47,住宅大樓(11層含以上有電梯),住家用,三層/十二層,有,有,1,112/04/20,"26,560,000",3,2,2
120.97586263799684,24.76699382887388,5,53.82,透天厝,住家用,全/四層,無,無,0,112/04/16,"15,180,000",4,3,3
121.01433032091722,24.7858198427027,38,39.72,透天厝,住家用,全/二層,無,無,0,112/04/01,"24,500,000",4,3,2
120.93116538706724,24.84245919296284,8,35.65,住宅大樓(11層含以上有電梯),住家用,六層/十五層,有,有,1,112/04/27,"9,000,000",2,1,1
120.96131343683062,24.810174760888028,27,31.26,住宅大樓(11層含以上有電梯),住家用,三層/十二層,有,有,0,112/04/16,"9,000,000",2,2,2
120.95537820187312,24.81072384446168,31,13.59,住宅大樓(11層含以上有電梯),住家用,六層/十二層,有,有,0,112/04/28,"4,150,000",1,1,1
120.9715105211153,24.815819921678354,40,21.68,公寓(5樓含以下無電梯),住家用,五層/五層,無,無,0,112/04/09,"3,750,000",3,2,1
120.9604261019624,24.80097437038492,25,41.03,住宅大樓(11層含以上有電梯),住家用,七層/十四層,有,有,1,112/04/06,"9,000,000",2,2,2
120.9804856992869,24.796843219826037,55,31.17,透天厝,住家用,全/二層,無,無,0,112/04/18,"12,500,000",3,2,1
120.9988327772312,24.809999179537897,8,58.83,住宅大樓(11層含以上有電梯),住家用,四層/十二層,有,有,1,112/04/02,"20,300,000",3,2,2
120.9221338975111,24.791777232722563,17,76.31,透天厝,住家用,全/四層,無,無,0,112/04/21,"14,680,000",4,3,3
121.01495337724997,24.78581075281287,17,42.91,住宅大樓(11層含以上有電梯),住家用,四層/十三層,有,有,1,112/04/15,"18,680,000",3,2,1
121.01399465715168,24.791074530971173,2,32.37,住宅大樓(11層含以上有電梯),住家用,十七層/二十四層,有,有,1,112/04/24,"17,300,000",2,2,1
120.95594476772096,24.80298649963809,14,13.05,華廈(10層含以下有電梯),辦公用,二層/十層,有,有,0,112/04/29,"5,560,000",2,1,1
120.95172310978388,24.798163916418016,13,48.74,住宅大樓(11層含以上有電梯),商業用,"一層,見其他登記事項/十五層",有,有,1,112/04/27,"13,000,000",0,0,0
120.9776431121224,24.76376185959072,25,37.30,華廈(10層含以下有電梯),住家用,七層/十層,有,有,1,112/04/20,"8,100,000",3,2,1
120.9318516919958,24.83588670132647,4,25.21,華廈(10層含以下有電梯),住家用,四層/五層,有,有,1,112/04/23,"8,250,000",2,1,1
120.97665405517164,24.817951571101407,46,28.59,透天厝,住家用,全/二層,無,無,0,112/04/07,"4,018,400",3,2,2
120.97812850490314,24.815161952116966,44,37.30,透天厝,住家用,全/三層,無,無,0,112/04/17,"17,200,000",5,1,3
120.9324839920712,24.837548240247205,10,32.31,華廈(10層含以下有電梯),住家用,二層/五層,有,有,1,112/04/21,"8,400,000",3,2,2
120.96680450862856,24.805815260476,7,50.28,住宅大樓(11層含以上有電梯),住家用,十三層/二十四層,有,有,1,112/04/23,"25,800,000",3,2,2
120.96680450862856,24.805815260476,7,82.11,住宅大樓(11層含以上有電梯),住家用,八層/二十四層,有,有,2,112/04/21,"35,900,000",4,2,3
120.99934721887342,24.796194420998077,28,41.32,華廈(10層含以下有電梯),住家用,六層/十層,有,有,0,112/04/24,"15,020,000",3,2,2
120.95166128645592,24.75349011035072,22,18.23,公寓(5樓含以下無電梯),住家用,四層/五層,無,有,0,112/04/02,"2,300,000",0,0,0
120.95199656452114,24.755801569827028,21,66.92,透天厝,住家用,全/四層,無,無,0,112/04/24,"8,700,000",0,0,0
121.01734646395064,24.784049908579533,14,59.07,住宅大樓(11層含以上有電梯),住家用,十三層/十五層,有,有,2,112/04/03,"29,000,000",4,2,2
120.92234134571832,24.79217459926742,26,32.23,公寓(5樓含以下無電梯),住家用,五層/五層,無,有,0,112/04/29,"4,600,000",3,2,2
121.013024615644,24.78340930623496,29,37.67,住宅大樓(11層含以上有電梯),住家用,七層/十三層,有,有,1,112/04/23,"12,600,000",3,2,2
120.9890899934154,24.803615555371096,28,43.55,住宅大樓(11層含以上有電梯),住家用,三層/十三層,有,有,1,112/04/06,"15,800,000",3,2,2
120.96830564222644,24.77616553725652,18,25.57,華廈(10層含以下有電梯),住家用,地下二層/四層,有,有,1,112/04/15,"5,530,000",1,1,1
120.97032143345268,24.82432463511297,26,32.46,華廈(10層含以下有電梯),住家用,二層/八層,有,有,0,112/04/26,"8,650,000",3,2,2
120.9568068780754,24.79842729474768,36,45.51,公寓(5樓含以下無電梯),住商用,"一層,夾層/五層",無,有,0,112/04/20,"9,100,000",4,2,2
120.98019391037792,24.76577560037237,16,35.79,華廈(10層含以下有電梯),住家用,一層/七層,有,無,1,112/04/11,"9,000,000",3,2,2
120.96360889605096,24.77429555112436,16,130.44,透天厝,住家用,全/三層,無,有,0,112/04/26,"34,500,000",4,2,5
120.98299657857932,24.80675694315268,7,46.63,住宅大樓(11層含以上有電梯),住家用,八層/十四層,有,有,1,112/04/18,"20,880,000",2,2,2
121.01277796718703,24.78918766325404,7,82.61,住宅大樓(11層含以上有電梯),住家用,十六層/二十八層,有,有,2,112/04/09,"39,500,000",2,2,2
120.97852334490996,24.820064536577117,31,34.47,透天厝,住家用,全/二層,無,無,0,112/04/10,"21,300,000",6,2,3
120.9676859769036,24.80143657587346,26,56.71,住宅大樓(11層含以上有電梯),辦公用,七層/十二層,有,無,0,112/04/27,"12,000,000",6,4,4
120.9676859769036,24.80143657587346,26,56.71,住宅大樓(11層含以上有電梯),辦公用,七層/十二層,有,無,0,112/04/27,"12,000,000",6,4,4
120.98370882864464,24.80626045983432,28,97.99,透天厝,辦公用,全/四層,無,無,0,112/04/12,"31,000,000",4,3,4
120.9851424734302,24.811388860240687,12,93.09,住宅大樓(11層含以上有電梯),辦公用,十三層/十四層,有,有,2,112/04/04,"37,000,000",4,2,3
120.98901112155824,24.800690273345868,30,8.90,華廈(10層含以下有電梯),住家用,五層/七層,有,有,0,112/04/13,"3,120,000",0,0,0
121.00895075535256,24.79259173686891,11,18.08,住宅大樓(11層含以上有電梯),住家用,七層/十五層,有,有,0,112/04/18,"10,850,000",1,2,1
120.97405258181394,24.81692187169241,29,24.18,華廈(10層含以下有電梯),住家用,五層/九層,有,有,1,112/04/14,"4,700,000",1,1,1
120.96759153658276,24.822283599847616,25,58.13,住宅大樓(11層含以上有電梯),住家用,四層/二十一層,有,有,1,112/04/03,"15,800,000",4,2,2
121.0223211323406,24.7849972448014,27,32.57,華廈(10層含以下有電梯),住家用,三層/七層,有,有,0,112/04/05,"9,700,000",3,2,2
120.95936797682552,24.80032401723861,9,29.46,華廈(10層含以下有電梯),辦公用,六層/九層,有,有,1,112/04/14,"11,500,000",2,2,1
120.95247095115108,24.75635247212924,22,79.58,透天厝,住商用,全/四層,無,無,0,112/04/13,"14,300,000",0,0,0
120.955476626084,24.812105258539447,12,73.55,透天厝,住家用,全/五層,無,無,0,112/04/04,"27,680,000",4,3,4
120.97506008735402,24.82444287689725,29,29.38,華廈(10層含以下有電梯),住家用,一層/六層,有,有,0,112/04/14,"8,500,000",3,2,2
120.957935680661,24.79471685159459,20,71.77,透天厝,住家用,全/四層,無,無,0,112/04/11,"17,500,000",4,2,3
120.96137311180608,24.80912744778003,31,28.90,華廈(10層含以下有電梯),住家用,二層/五層,有,無,0,112/04/07,"7,800,000",2,2,2
120.9851424734302,24.811388860240687,12,51.02,住宅大樓(11層含以上有電梯),辦公用,十層/十四層,有,有,1,112/04/10,"22,500,000",4,2,2
120.98536026865123,24.809899149292992,9,55.13,住宅大樓(11層含以上有電梯),住家用,四層/十五層,有,有,1,112/04/22,"20,300,000",4,2,2
120.94302020136426,24.796030083338074,28,33.76,華廈(10層含以下有電梯),住家用,一層/七層,有,有,0,112/04/18,"5,000,000",1,1,1
120.93588817045084,24.79778778344758,45,30.20,透天厝,住家用,全/二層,無,無,0,112/04/22,"4,200,000",3,2,2
120.94302020136426,24.796030083338074,28,37.00,華廈(10層含以下有電梯),住家用,二層/七層,有,有,0,112/04/18,"4,000,000",1,1,1
120.97003123995518,24.796913708187063,33,132.45,透天厝,住家用,全/五層,無,無,0,112/04/17,"37,500,000",12,2,13
121.0194139731991,24.787715275203794,13,88.71,住宅大樓(11層含以上有電梯),住家用,四層/二十一層,有,有,2,112/04/25,"38,500,000",4,2,2
120.976784643902,24.807279772522715,9,13.06,住宅大樓(11層含以上有電梯),住家用,七層/十二層,有,有,0,112/04/13,"5,300,000",1,1,1
121.01189803968404,24.79221233050372,7,55.23,住宅大樓(11層含以上有電梯),住家用,十六層/二十八層,有,有,1,112/04/15,"30,360,000",3,2,2
121.01612006331428,24.783409004945717,33,48.42,透天厝,住家用,全/二層,無,無,0,112/04/03,"19,250,000",7,1,7
121.01495346598062,24.7865510970869,35,35.33,公寓(5樓含以下無電梯),其他,一層/五層,無,有,0,112/04/04,"12,800,000",4,2,2
120.97361732780676,24.81689470869456,28,35.52,華廈(10層含以下有電梯),住家用,五層/八層,有,有,1,112/04/12,"9,000,000",3,2,2
121.01399465715168,24.791074530971173,2,46.12,住宅大樓(11層含以上有電梯),住家用,十八層/二十四層,有,有,1,112/04/12,"23,800,000",3,2,2
120.96831056928552,24.79570351892456,32,33.30,華廈(10層含以下有電梯),住家用,四層/五層,有,無,0,112/04/26,"8,500,000",3,2,2
120.96293339780118,24.81784948156924,43,31.55,華廈(10層含以下有電梯),住家用,四層/七層,有,有,0,112/04/02,"7,500,000",3,2,2
120.99711190668312,24.79754869271905,25,41.99,住宅大樓(11層含以上有電梯),住家用,四層/十五層,有,有,0,112/04/22,"15,000,000",3,2,2
120.9559624353729,24.808972475653,26,40.24,住宅大樓(11層含以上有電梯),住家用,六層/十三層,有,有,0,112/04/06,"12,000,000",4,2,2
120.96779043860768,24.818229807495143,19,48.71,住宅大樓(11層含以上有電梯),住家用,三層/十三層,有,有,0,112/04/08,"13,500,000",3,2,2
120.96680450862856,24.805815260476,7,68.60,住宅大樓(11層含以上有電梯),住家用,十七層/二十四層,有,有,2,112/04/03,"32,660,000",4,2,2
120.96055574171628,24.797633811927746,27,40.77,華廈(10層含以下有電梯),住家用,四層/七層,有,有,0,112/04/11,"8,820,000",3,2,2
120.96026390875544,24.81332547050078,7,78.89,住宅大樓(11層含以上有電梯),住家用,十一層/十五層,有,有,2,112/04/03,"32,800,000",4,2,3
120.9244887368153,24.790198418149146,1,19.17,華廈(10層含以下有電梯),辦公用,八層/八層,有,有,1,112/04/01,"5,000,000",1,1,1
120.96549482858876,24.82032393771465,33,33.62,公寓(5樓含以下無電梯),住家用,五層/五層,無,無,0,112/04/11,"4,600,000",3,2,2
120.97841400101176,24.765955933496,30,28.37,公寓(5樓含以下無電梯),住家用,一層/五層,無,有,0,112/04/02,"7,000,000",2,2,1
120.96133714897157,24.797507610528378,32,45.40,住宅大樓(11層含以上有電梯),住家用,六層/十二層,有,有,0,112/04/11,"6,880,000",3,2,2
120.9675666362025,24.80392843636527,1,29.93,住宅大樓(11層含以上有電梯),住家用,三層/十一層,有,有,1,112/04/08,"13,800,000",2,1,1
121.00236386269248,24.796393040707173,16,11.29,華廈(10層含以下有電梯),住家用,二層/六層,有,有,0,112/04/05,"5,880,000",1,1,1
120.95729579808916,24.814832427774917,40,34.40,透天厝,住家用,全/二層,無,無,0,112/04/15,"13,500,000",5,2,4
121.01933423659897,24.78373366664821,8,31.34,華廈(10層含以下有電梯),辦公用,二層/八層,有,有,1,112/04/13,"14,850,000",3,2,2
120.97884103704163,24.813401483463263,17,10.35,華廈(10層含以下有電梯),辦公用,五層/八層,有,有,0,112/04/06,"4,350,000",1,2,1
120.964036986266,24.79865491578655,31,12.91,住宅大樓(11層含以上有電梯),商業用,八層/十二層,有,有,0,112/04/10,"3,200,000",1,1,1
120.96147018035924,24.815104414943868,26,10.96,住宅大樓(11層含以上有電梯),住家用,十一層/十四層,有,有,0,112/04/12,"1,800,000",1,1,1
120.96147018035924,24.815104414943868,26,10.96,住宅大樓(11層含以上有電梯),住家用,十一層/十四層,有,有,0,112/04/12,"1,850,000",1,1,1
120.96959218307956,24.81276787754324,34,53.32,公寓(5樓含以下無電梯),住家用,一層/五層,無,無,0,112/04/09,"16,000,000",4,2,2
120.94258593961344,24.836956580903365,28,40.22,華廈(10層含以下有電梯),住家用,四層/八層,有,無,1,112/04/12,"7,920,000",3,2,2
120.96878308351508,24.765096500528585,16,120.06,透天厝,住家用,全/四層,無,有,0,112/04/18,"34,500,000",5,3,5
121.01399465715168,24.791074530971173,2,32.91,住宅大樓(11層含以上有電梯),住家用,十一層/二十四層,有,有,1,112/04/01,"16,500,000",2,2,1
120.9318516919958,24.83588670132647,4,25.71,華廈(10層含以下有電梯),住家用,二層/五層,有,有,1,112/04/19,"8,100,000",2,2,1
120.97381586372916,24.813608339221418,16,28.90,住宅大樓(11層含以上有電梯),住家用,二十層/二十八層,有,有,0,112/04/20,"7,100,000",2,2,2
120.96174111457978,24.802572777128777,1,84.82,透天厝,住家用,全/五層,有,有,0,112/04/20,"32,200,000",5,2,3
120.92861426829953,24.78785300543152,28,33.69,華廈(10層含以下有電梯),住家用,四層/八層,有,有,0,112/04/02,"4,800,000",3,2,2
120.98573682414712,24.804039619158488,14,72.81,住宅大樓(11層含以上有電梯),辦公用,十一層/十四層,有,有,2,112/04/03,"28,000,000",0,0,0
120.96181916241363,24.806102982855958,26,75.02,住宅大樓(11層含以上有電梯),住家用,十二層/二十四層,有,有,2,112/04/05,"17,160,000",4,2,3
120.93913247538649,24.79750022668523,11,46.76,住宅大樓(11層含以上有電梯),住家用,五層/十一層,有,有,1,112/04/05,"15,500,000",3,2,2
120.93603433387372,24.840601467200617,28,22.00,華廈(10層含以下有電梯),住家用,三層/七層,有,有,0,112/04/10,"4,200,000",2,2,1
120.95564570388204,24.80953214722487,27,41.17,華廈(10層含以下有電梯),住家用,三層/八層,有,無,1,112/04/06,"10,000,000",3,2,2
120.98437077381038,24.812481240122494,10,42.92,住宅大樓(11層含以上有電梯),住家用,六層/十四層,有,有,1,112/04/09,"21,600,000",3,2,2
120.9672058047868,24.821967517354917,25,58.97,住宅大樓(11層含以上有電梯),住家用,十三層/二十二層,有,有,1,112/04/18,"16,400,000",4,2,2
120.92861426829953,24.78785300543152,28,32.75,華廈(10層含以下有電梯),住家用,八層/八層,有,有,0,112/04/09,"6,000,000",3,2,2
120.96074473994568,24.794221037323357,32,24.35,公寓(5樓含以下無電梯),住家用,四層/五層,無,無,0,112/04/16,"4,900,000",2,2,1
121.0119868034444,24.78962110350966,7,39.60,住宅大樓(11層含以上有電梯),住家用,十九層/二十二層,有,有,1,112/04/11,"19,200,000",2,2,1
120.95910509808176,24.817740136388487,37,37.43,透天厝,住家用,全/二層,無,無,0,112/04/15,"24,500,000",5,2,5
121.00372875114958,24.79573391429741,12,58.23,住宅大樓(11層含以上有電梯),住家用,十四層/十四層,有,有,1,112/04/02,"22,200,000",4,2,2
120.9615326613703,24.772895589481493,27,61.00,透天厝,住家用,全/三層,無,有,0,112/04/24,"12,200,000",4,2,2
120.99654811279989,24.79835222774221,39,22.96,公寓(5樓含以下無電梯),住家用,二層/五層,無,無,0,112/04/21,"11,400,000",3,2,2
121.0122937409576,24.79311516395589,8,56.01,住宅大樓(11層含以上有電梯),住家用,二十三層/二十八層,有,有,1,112/04/27,"29,500,000",3,2,2
120.9707567444896,24.824216373456206,26,52.38,住宅大樓(11層含以上有電梯),住家用,十層/十二層,有,有,1,112/04/09,"11,000,000",2,2,2
120.9669046352857,24.801246797121436,10,11.26,華廈(10層含以下有電梯),住家用,三層/十層,有,有,0,112/04/18,"3,820,000",0,0,0
120.9851424734302,24.811388860240687,12,44.92,住宅大樓(11層含以上有電梯),辦公用,七層/十四層,有,有,1,112/04/18,"20,100,000",3,2,2
