Longitude,Latitude,House-Age,Area,Property-Type,Purpose,Floor,Elevator,Janitor,Parking-Space,Closing-Date,Price,Bedroom,Living Room,Bathroom
121.00737814792268,24.791851463454503,26,21.38,華廈(10層含以下有電梯),住家用,九層/十層,有,有,0,112/07/23,"7,700,000",3,2,2
121.00742757942402,24.79151740467173,28,21.48,公寓(5樓含以下無電梯),住家用,五層/五層,無,有,0,112/07/22,"6,180,000",2,2,1
120.96423061876764,24.813236182127355,24,52.99,華廈(10層含以下有電梯),住商用,一層/九層,有,有,1,112/07/01,"19,500,000",4,2,2
120.95152489063916,24.79920213692964,16,56.38,住宅大樓(11層含以上有電梯),住家用,十五層/十五層,有,有,2,112/07/31,"15,800,000",3,2,2
120.91947056209378,24.71950129601556,28,31.36,住宅大樓(11層含以上有電梯),住家用,十一層/十一層,有,有,0,112/07/19,"4,750,000",3,2,2
120.96569372104872,24.81654100184309,25,51.98,華廈(10層含以下有電梯),住家用,五層/十層,有,有,0,112/07/02,"12,700,000",3,2,2
120.93259205731428,24.838965774314328,15,30.56,住宅大樓(11層含以上有電梯),住家用,十一層/十四層,有,有,0,112/07/03,"8,000,000",3,2,2
120.9495347159468,24.80442001850651,5,36.76,華廈(10層含以下有電梯),住家用,五層/七層,有,有,1,112/07/03,"12,980,000",3,2,2
120.94999304591217,24.79611383620824,44,32.67,透天厝,住家用,全/二層,無,無,0,112/07/25,"11,900,000",4,2,3
120.95590169907324,24.81289087336381,40,30.79,透天厝,住家用,全/二層,無,無,0,112/07/30,"16,000,000",4,2,2
120.96620898163962,24.81335401849061,2,41.55,住宅大樓(11層含以上有電梯),住家用,六層/十四層,有,有,1,112/07/16,"15,050,000",2,2,1
120.99393678024126,24.80170176686549,25,24.74,住宅大樓(11層含以上有電梯),住家用,十層/十二層,有,有,0,112/07/17,"5,400,000",4,2,2
120.94703906166778,24.83487261205569,8,27.09,華廈(10層含以下有電梯),住家用,八層/八層,有,有,1,112/07/20,"5,500,000",3,2,2
120.96677586193027,24.80196002594913,15,39.35,華廈(10層含以下有電梯),住家用,三層/五層,有,無,0,112/07/18,"10,150,000",3,2,2
120.96735810562215,24.76924036632588,1,43.52,華廈(10層含以下有電梯),其他,四層/六層,有,有,1,112/07/01,"15,100,000",0,0,0
120.96735810562215,24.76924036632588,1,45.07,華廈(10層含以下有電梯),其他,五層/六層,有,有,1,112/07/23,"16,050,000",0,0,0
120.96735810562215,24.76924036632588,1,61.47,華廈(10層含以下有電梯),其他,六層/六層,有,有,1,112/07/18,"22,700,000",0,0,0
120.96240121118062,24.811222351871443,15,13.95,華廈(10層含以下有電梯),辦公用,七層/十層,有,有,0,112/07/15,"5,380,000",2,1,1
120.96444878050718,24.811349257814182,17,50.82,住宅大樓(11層含以上有電梯),住家用,十一層/十二層,有,有,2,112/07/22,"18,130,000",3,2,2
120.99393678024126,24.80170176686549,25,42.87,住宅大樓(11層含以上有電梯),住家用,九層/十二層,有,有,0,112/07/20,"14,800,000",3,2,2
121.01638721793164,24.784438246693217,14,62.33,住宅大樓(11層含以上有電梯),辦公用,十一層/十五層,有,有,2,112/07/18,"27,800,000",4,2,2
121.00031648381172,24.7898382630737,27,27.83,住宅大樓(11層含以上有電梯),住家用,三層/二十一層,有,有,1,112/07/26,"8,330,000",3,1,2
121.00895075535256,24.79259173686891,11,45.54,住宅大樓(11層含以上有電梯),住家用,十一層/十五層,有,有,1,112/07/29,"21,380,000",3,2,2
120.97967476849912,24.79620207119147,41,39.52,華廈(10層含以下有電梯),住商用,"一層,二層,地下層/八層",有,有,0,112/07/09,"11,200,000",1,2,2
121.01011702512334,24.78284976570357,36,49.80,透天厝,住家用,全/二層,無,無,0,112/07/10,"26,000,000",4,3,2
121.01303442037566,24.7825967294764,27,42.91,華廈(10層含以下有電梯),住家用,五層/十層,有,有,1,112/07/22,"13,000,000",3,2,2
120.9458792132289,24.79458657216464,8,48.37,住宅大樓(11層含以上有電梯),住家用,三層/十三層,有,有,1,112/07/10,"15,000,000",3,2,2
120.92675182197053,24.843666914416428,16,33.76,住宅大樓(11層含以上有電梯),住家用,九層/十三層,有,有,1,112/07/26,"7,700,000",2,2,1
120.97193972653449,24.798755924746818,31,9.33,華廈(10層含以下有電梯),住商用,六層/九層,有,無,0,112/07/24,"2,400,000",1,1,1
121.01709946372924,24.785810523068136,8,71.54,住宅大樓(11層含以上有電梯),住家用,十七層/二十二層,有,有,2,112/07/23,"36,280,000",2,2,2
121.0164376061318,24.791570860101068,9,68.87,住宅大樓(11層含以上有電梯),住家用,二層/十七層,有,有,2,112/07/30,"25,200,000",3,2,2
120.96242448394162,24.79964767441772,37,26.78,公寓(5樓含以下無電梯),住家用,三層/五層,無,無,0,112/07/26,"6,000,000",2,2,2
120.96950473160844,24.76586409516444,16,67.75,住宅大樓(11層含以上有電梯),住家用,八層/十四層,有,有,1,112/07/20,"16,100,000",3,1,2
121.01318314796754,24.786235265023404,28,26.60,住宅大樓(11層含以上有電梯),住家用,十層/十三層,有,有,0,112/07/30,"10,750,000",3,2,2
120.9800882079304,24.808517170405068,29,12.99,華廈(10層含以下有電梯),住家用,二層/六層,有,有,0,112/07/06,"3,880,000",1,1,1
120.95655401027211,24.81448912892708,27,35.12,華廈(10層含以下有電梯),住家用,七層/七層,有,有,1,112/07/30,"7,770,000",3,2,2
120.96950473160844,24.76586409516444,16,67.75,住宅大樓(11層含以上有電梯),住家用,八層/十四層,有,有,1,112/07/20,"16,100,000",2,1,2
120.96300479136434,24.810617592427462,4,22.87,住宅大樓(11層含以上有電梯),住家用,七層/十二層,有,有,0,112/07/27,"9,700,000",1,2,1
120.9672058047868,24.821967517354917,25,21.63,住宅大樓(11層含以上有電梯),住家用,十四層/二十層,有,有,0,112/07/17,"7,000,000",2,1,1
120.927588639092,24.833889374098757,1,39.08,住宅大樓(11層含以上有電梯),住家用,十五層/十五層,有,有,1,112/07/16,"10,100,000",2,2,1
121.01411257783488,24.78433915991692,24,30.75,住宅大樓(11層含以上有電梯),住家用,六層/十四層,有,有,0,112/07/15,"12,500,000",3,2,2
121.0172483087576,24.78941292380739,12,51.11,住宅大樓(11層含以上有電梯),住家用,七層/十五層,有,有,1,112/07/16,"23,900,000",3,2,2
120.9503750815197,24.75566560733057,25,9.50,公寓(5樓含以下無電梯),住家用,四層/四層,無,有,0,112/07/15,"950,000",1,1,1
120.9636279989372,24.81052745573664,32,9.85,華廈(10層含以下有電梯),住家用,五層/五層,有,無,0,112/07/30,"3,800,000",1,1,1
120.96735810562215,24.76924036632588,1,43.52,華廈(10層含以下有電梯),其他,四層/六層,有,有,1,112/07/15,"15,020,000",0,0,0
120.96955047329398,24.781032251468424,35,99.28,透天厝,住家用,全/三層,有,有,0,112/07/10,"27,000,000",5,3,6
121.02482198342742,24.7787038950829,32,46.82,華廈(10層含以下有電梯),住家用,七層/七層,有,有,1,112/07/16,"13,650,000",4,2,2
120.96178092541372,24.80176924045228,16,11.59,華廈(10層含以下有電梯),辦公用,三層/十層,有,有,0,112/07/21,"5,500,000",1,1,1
120.9636279989372,24.81052745573664,32,7.69,華廈(10層含以下有電梯),住家用,三層/五層,有,無,0,112/07/30,"3,170,000",1,1,1
120.97561470995063,24.8212648965014,29,38.23,華廈(10層含以下有電梯),住家用,四層/六層,有,有,1,112/07/23,"9,800,000",3,2,2
120.95207024816216,24.795663098145745,28,28.30,華廈(10層含以下有電梯),住家用,一層/七層,有,有,0,112/07/30,"8,750,000",4,2,2
120.9679933731453,24.79842107643273,33,32.78,華廈(10層含以下有電梯),住家用,八層/八層,有,有,0,112/07/27,"9,300,000",3,2,2
120.98321495778548,24.80105990758569,26,24.15,華廈(10層含以下有電梯),商業用,五層/九層,有,有,1,112/07/14,"5,750,000",0,0,0
120.9691195802432,24.80384751926528,31,116.44,透天厝,住商用,全/五層,無,無,0,112/07/11,"29,000,000",16,3,17
120.98066110675455,24.81376287302785,25,26.48,華廈(10層含以下有電梯),住家用,五層/七層,有,有,0,112/07/20,"5,750,000",2,2,1
120.96735810562215,24.76924036632588,1,52.72,華廈(10層含以下有電梯),其他,六層/六層,有,有,1,112/07/09,"18,900,000",0,0,0
120.96735810562215,24.76924036632588,1,45.06,華廈(10層含以下有電梯),其他,五層/六層,有,有,1,112/07/09,"15,870,000",0,0,0
120.9624350684097,24.797345383926658,26,8.36,住宅大樓(11層含以上有電梯),辦公用,九層/十七層,有,有,0,112/07/24,"2,880,000",1,1,1
120.96735810562215,24.76924036632588,1,45.07,華廈(10層含以下有電梯),其他,六層/六層,有,有,1,112/07/06,"16,050,000",0,0,0
120.96735810562215,24.76924036632588,1,52.72,華廈(10層含以下有電梯),其他,六層/六層,有,有,2,112/07/03,"19,820,000",0,0,0
120.96735810562215,24.76924036632588,1,61.47,華廈(10層含以下有電梯),其他,四層/六層,有,有,1,112/07/09,"22,100,000",0,0,0
120.96735810562215,24.76924036632588,1,49.16,華廈(10層含以下有電梯),其他,四層/六層,有,有,1,112/07/16,"17,540,000",0,0,0
120.94892147559688,24.804374665663783,42,41.45,透天厝,住家用,全/三層,無,無,0,112/07/01,"9,500,000",6,2,3
120.98387684617094,24.80731682074196,5,55.69,住宅大樓(11層含以上有電梯),住家用,二層/十四層,有,有,1,112/07/26,"25,500,000",4,2,2
120.99393678024126,24.80170176686549,25,44.06,住宅大樓(11層含以上有電梯),住家用,五層/十二層,有,有,0,112/07/03,"14,500,000",3,2,2
120.92809431858107,24.831975555747483,3,41.49,住宅大樓(11層含以上有電梯),住家用,十二層/十四層,有,有,1,112/07/01,"11,800,000",3,2,2
120.95787404100876,24.80151538094533,7,44.25,華廈(10層含以下有電梯),住家用,八層/十層,有,有,1,112/07/20,"15,500,000",3,2,2
120.95152489063916,24.79920213692964,15,31.64,住宅大樓(11層含以上有電梯),住家用,三層/十五層,有,有,1,112/07/24,"8,350,000",1,1,1
120.95897822777496,24.812485460804773,18,45.78,住宅大樓(11層含以上有電梯),住家用,五層/十四層,有,有,1,112/07/19,"16,000,000",3,2,2
121.00857476550746,24.790307508431653,13,92.04,透天厝,住家用,全/三層,無,有,0,112/07/06,"38,500,000",3,3,3
121.0223211323406,24.7849972448014,27,32.64,華廈(10層含以下有電梯),住家用,二層/七層,有,有,0,112/07/23,"10,000,000",3,2,2
120.96103041235192,24.797904789916323,9,45.89,華廈(10層含以下有電梯),住家用,七層/十層,有,有,1,112/07/29,"18,000,000",3,2,2
120.96907762876349,24.77357447895488,13,77.97,透天厝,住家用,全/三層,有,有,0,112/07/16,"39,300,000",5,3,4
120.96735810562215,24.76924036632588,1,52.22,華廈(10層含以下有電梯),其他,五層/六層,有,有,1,112/07/01,"17,920,000",0,0,0
120.94938952432864,24.79659215279012,18,34.29,透天厝,住商用,全/三層,無,無,0,112/07/25,"6,400,000",4,2,3
120.95582572830943,24.803961546515872,17,51.18,住宅大樓(11層含以上有電梯),住家用,五層/十三層,有,有,2,112/07/17,"17,500,000",3,2,2
120.96267353182591,24.79371592441512,27,44.50,華廈(10層含以下有電梯),住家用,四層/五層,有,有,1,112/07/01,"10,500,000",4,2,2
120.97769463136724,24.80745146104813,17,11.46,華廈(10層含以下有電梯),住家用,二層/六層,有,無,0,112/07/23,"4,000,000",1,1,1
120.94832892006264,24.802153429892257,8,26.06,華廈(10層含以下有電梯),住家用,二層/五層,有,有,1,112/07/08,"9,500,000",2,2,1
120.97731649646524,24.76546822281312,29,22.15,華廈(10層含以下有電梯),住家用,五層/五層,有,有,0,112/07/23,"5,350,000",3,2,3
121.00425290451696,24.794334472296583,6,60.88,住宅大樓(11層含以上有電梯),辦公用,十二層/十五層,有,有,2,112/07/24,"27,540,000",3,2,2
120.97731649646524,24.76546822281312,29,22.15,華廈(10層含以下有電梯),住家用,五層/五層,有,有,0,112/07/22,"5,300,000",3,2,2
120.95070165180108,24.77998893233568,41,26.05,透天厝,住家用,全/一層,無,無,0,112/07/06,"9,500,000",3,2,1
120.96212408674177,24.811727888326903,48,30.01,公寓(5樓含以下無電梯),住家用,三層/四層,無,無,0,112/07/10,"4,680,000",3,2,1
120.95757700559535,24.80240913336013,16,10.41,華廈(10層含以下有電梯),辦公用,三層/五層,有,有,0,112/07/15,"4,100,000",2,1,1
120.92835441605044,24.844182311513944,40,22.54,公寓(5樓含以下無電梯),住家用,四層/四層,無,無,0,112/07/16,"2,130,000",3,2,1
121.01645673156447,24.78660511309437,30,37.00,華廈(10層含以下有電梯),其他,七層/七層,有,有,1,112/07/29,"13,140,000",3,2,2
120.96830564222644,24.77616553725652,18,24.17,華廈(10層含以下有電梯),住家用,地下一層/四層,有,有,1,112/07/24,"5,700,000",0,0,0
120.9679933731453,24.79842107643273,33,32.78,華廈(10層含以下有電梯),住家用,五層/八層,有,有,0,112/07/29,"8,800,000",0,0,0
120.9495347159468,24.80442001850651,5,39.44,華廈(10層含以下有電梯),住家用,五層/七層,有,有,1,112/07/02,"12,290,000",3,1,2
121.0091485945479,24.793034128672808,12,37.40,住宅大樓(11層含以上有電梯),住家用,三層/十二層,有,有,1,112/07/07,"17,500,000",2,2,1
120.9776431121224,24.76376185959072,25,35.59,華廈(10層含以下有電梯),住家用,六層/十層,有,有,0,112/07/15,"8,300,000",3,2,2
120.9714788354082,24.824595713996917,34,24.05,公寓(5樓含以下無電梯),住商用,一層/五層,無,無,0,112/07/05,"7,350,000",3,2,1
120.95582572830943,24.803961546515872,17,44.39,住宅大樓(11層含以上有電梯),住家用,六層/十三層,有,有,1,112/07/16,"14,680,000",3,2,2
120.98536026865123,24.809899149292992,10,62.46,住宅大樓(11層含以上有電梯),住家用,十二層/十五層,有,有,2,112/07/23,"24,600,000",3,2,2
120.96735810562215,24.76924036632588,1,43.52,華廈(10層含以下有電梯),其他,四層/六層,有,有,1,112/07/06,"14,910,000",0,0,0
120.96735810562215,24.76924036632588,1,52.72,華廈(10層含以下有電梯),其他,三層/六層,有,有,1,112/07/06,"18,900,000",0,0,0
120.93399681258424,24.74588123468117,28,54.73,透天厝,住家用,全/四層,無,有,0,112/07/25,"5,500,000",4,1,3
120.9565203389968,24.76920149651089,18,65.40,住宅大樓(11層含以上有電梯),住家用,七層/十二層,有,有,1,112/07/30,"11,800,000",3,2,2
120.95339403675288,24.79980765551508,16,44.84,住宅大樓(11層含以上有電梯),住家用,三層/十三層,有,有,1,112/07/01,"14,730,000",3,2,2
120.97582203595222,24.82342277517121,9,68.48,透天厝,住家用,全/四層,無,無,0,112/07/19,"34,800,000",4,2,4
120.95309619892636,24.80275991006005,14,56.82,住宅大樓(11層含以上有電梯),住家用,十層/十一層,有,有,1,112/07/13,"14,600,000",3,2,2
120.92945462180133,24.840788099463232,4,41.21,住宅大樓(11層含以上有電梯),住家用,十層/十四層,有,有,1,112/07/09,"11,200,000",3,2,2
120.9776431121224,24.76376185959072,25,37.30,華廈(10層含以下有電梯),住家用,九層/十層,有,無,1,112/07/08,"6,700,000",2,2,1
120.96735810562215,24.76924036632588,1,52.72,華廈(10層含以下有電梯),其他,五層/六層,有,有,1,112/07/15,"18,860,000",0,0,0
120.9386967700772,24.83875172286828,31,25.86,透天厝,住家用,全/一層,無,無,0,112/07/22,"16,200,000",1,1,1
120.99711190668312,24.79754869271905,26,44.57,住宅大樓(11層含以上有電梯),住家用,五層/十五層,有,有,0,112/07/30,"16,000,000",3,2,2
120.9240513277822,24.793881888143183,30,71.34,透天厝,住家用,全/四層,無,有,0,112/07/12,"15,000,000",4,2,4
120.97062206824864,24.80800097567537,41,30.88,公寓(5樓含以下無電梯),住家用,五層/五層,無,無,0,112/07/08,"9,850,000",3,2,2
120.92923732509584,24.84012891334128,6,39.08,華廈(10層含以下有電梯),住家用,二層/十層,有,有,1,112/07/07,"10,900,000",3,2,2
120.96735810562215,24.76924036632588,1,45.07,華廈(10層含以下有電梯),其他,六層/六層,有,有,2,112/07/25,"16,800,000",0,0,0
120.96735810562215,24.76924036632588,1,45.07,華廈(10層含以下有電梯),其他,四層/六層,有,有,1,112/07/15,"15,630,000",0,0,0
120.93182977709417,24.803618481772773,4,57.51,透天厝,住家用,全/四層,有,無,2,112/07/12,"16,880,000",3,2,4
120.93918930108116,24.80266461498797,28,27.77,華廈(10層含以下有電梯),住家用,五層/九層,有,有,0,112/07/01,"6,900,000",3,2,1
120.9664680801145,24.80626661812595,32,30.99,華廈(10層含以下有電梯),住家用,二層/六層,有,有,0,112/07/31,"11,800,000",3,2,2
120.97800862482003,24.821816018863647,34,24.44,公寓(5樓含以下無電梯),住家用,一層/五層,無,無,0,112/07/12,"7,500,000",3,2,1
120.95582572830943,24.803961546515872,17,42.37,住宅大樓(11層含以上有電梯),住家用,五層/十三層,有,有,1,112/07/31,"15,700,000",3,2,2
120.97049746659404,24.79114450931523,31,33.45,華廈(10層含以下有電梯),住家用,一層/五層,有,無,0,112/07/20,"6,800,000",3,2,2
120.97315818096628,24.79000740687259,13,43.54,華廈(10層含以下有電梯),住家用,七層/七層,有,有,1,112/07/22,"14,300,000",3,2,2
121.01394472970652,24.786813019164043,11,96.05,住宅大樓(11層含以上有電梯),住家用,四層/二十三層,有,有,1,112/07/07,"39,000,000",4,2,3
120.9776431121224,24.76376185959072,26,44.75,公寓(5樓含以下無電梯),住家用,二層/五層,無,無,1,112/07/20,"6,650,000",4,2,1
121.01062213931492,24.79161653053415,14,48.00,住宅大樓(11層含以上有電梯),住家用,四層/十四層,有,有,1,112/07/28,"21,300,000",3,2,2
120.97697469676226,24.795831508008508,42,35.04,公寓(5樓含以下無電梯),住家用,"五層,屋頂突出物/五層",無,無,0,112/07/31,"7,200,000",3,2,2
120.97487453205493,24.812498004413477,27,27.76,住宅大樓(11層含以上有電梯),住家用,九層/十三層,有,有,1,112/07/02,"9,600,000",2,1,1
120.95152489063916,24.79920213692964,15,56.35,住宅大樓(11層含以上有電梯),住家用,十四層/十五層,有,有,2,112/07/08,"16,000,000",3,2,2
121.02025452662436,24.787146369654533,12,58.98,住宅大樓(11層含以上有電梯),住家用,九層/二十四層,有,有,2,112/07/30,"28,300,000",3,2,2
120.95166128645592,24.75349011035072,22,24.36,公寓(5樓含以下無電梯),住家用,三層/五層,無,有,0,112/07/16,"3,410,000",0,0,0
120.97695010025132,24.768357342109585,9,21.55,華廈(10層含以下有電梯),住家用,二層/五層,有,有,0,112/07/10,"6,700,000",2,2,1
121.01831659701112,24.790496241356315,25,42.13,華廈(10層含以下有電梯),住家用,六層/八層,有,有,1,112/07/17,"14,750,000",3,2,2
120.97913720106824,24.816958783167205,29,63.34,住宅大樓(11層含以上有電梯),住家用,八層/十五層,有,有,1,112/07/23,"14,760,000",3,2,2
120.9707475280487,24.82133625527222,29,13.53,華廈(10層含以下有電梯),住家用,五層/六層,有,無,0,112/07/31,"5,300,000",1,1,1
120.97116264173194,24.822961487598928,42,34.03,公寓(5樓含以下無電梯),住家用,四層/五層,無,無,0,112/07/20,"4,800,000",3,2,2
120.9624350684097,24.797345383926658,26,39.28,住宅大樓(11層含以上有電梯),辦公用,四層/十七層,有,有,1,112/07/13,"9,950,000",3,2,2
121.02527753195844,24.78188190562969,31,19.88,華廈(10層含以下有電梯),其他,六層/六層,有,無,0,112/07/27,"5,860,000",2,2,1
121.01822634695216,24.78201834941511,5,28.50,華廈(10層含以下有電梯),住家用,二層/六層,有,有,0,112/07/16,"15,900,000",2,2,1
121.00372875114958,24.79573391429741,12,50.95,住宅大樓(11層含以上有電梯),住家用,一層/十二層,有,有,1,112/07/29,"20,500,000",3,2,2
120.9215101817999,24.808488876817695,31,65.06,透天厝,住工用,全/三層,無,無,0,112/07/23,"12,000,000",6,3,3
121.01693170227304,24.788501065584104,14,38.83,住宅大樓(11層含以上有電梯),住家用,五層/十五層,有,有,1,112/07/31,"18,450,000",2,2,1
120.96868178453312,24.814121987741284,27,9.68,住宅大樓(11層含以上有電梯),住家用,六層/十二層,有,有,0,112/07/28,"4,100,000",1,1,1
120.96677586193027,24.80196002594913,15,38.80,華廈(10層含以下有電梯),住家用,二層/五層,有,無,0,112/07/17,"9,450,000",3,2,2
120.97492166906176,24.824036565813064,34,43.77,透天厝,住家用,全/二層,無,無,0,112/07/10,"15,800,000",4,2,3
120.94980846129104,24.81239237559652,52,56.84,公寓(5樓含以下無電梯),住家用,"一層,二層/三層",無,無,0,112/07/18,"3,900,000",4,2,2
121.01700017086884,24.78291233012719,22,57.29,住宅大樓(11層含以上有電梯),住家用,十一層/十四層,有,有,1,112/07/03,"15,500,000",4,2,2
121.01259011786964,24.78980161812669,4,52.02,住宅大樓(11層含以上有電梯),住家用,二十五層/二十九層,有,有,1,112/07/23,"25,000,000",3,2,2
120.9771807254397,24.804977540107828,17,12.36,華廈(10層含以下有電梯),住家用,四層/十層,有,有,0,112/07/12,"3,350,000",1,1,1
120.99200826776516,24.797891592491705,16,10.18,華廈(10層含以下有電梯),辦公用,二層/七層,有,有,0,112/07/01,"5,400,000",1,1,1
120.9775143870121,24.7647640092935,30,29.73,公寓(5樓含以下無電梯),住家用,二層/五層,無,無,0,112/07/03,"4,100,000",3,1,2
120.97559638199714,24.813825320246043,13,93.49,透天厝,住家用,全/五層,有,有,0,112/07/04,"37,000,000",4,3,5
120.92972171429406,24.788259817203347,16,8.74,華廈(10層含以下有電梯),住家用,五層/六層,有,有,0,112/07/11,"900,000",0,0,0
120.97785271273015,24.808480740359887,40,41.72,透天厝,住商用,全/三層,無,無,0,112/07/01,"6,955,718",4,2,2
120.9851424734302,24.811388860240687,12,42.90,住宅大樓(11層含以上有電梯),辦公用,四層/十四層,有,有,1,112/07/11,"12,800,000",3,2,2
120.9737764306128,24.812967306534887,13,23.14,華廈(10層含以下有電梯),辦公用,七層/九層,有,有,1,112/07/20,"10,650,000",2,2,2
120.96678825623856,24.79256123294398,52,24.62,透天厝,住家用,全/二層,無,無,0,112/07/20,"10,000,000",4,2,2
120.93458908196467,24.841946095432093,10,9.19,華廈(10層含以下有電梯),辦公用,三層/五層,有,無,0,112/07/05,"2,600,000",1,1,1
120.98056228517484,24.8131308484716,20,34.03,住宅大樓(11層含以上有電梯),住家用,十層/十三層,有,有,0,112/07/08,"7,500,000",2,2,2
121.01636729880414,24.78337286231268,27,42.10,華廈(10層含以下有電梯),住家用,七層/七層,有,有,0,112/07/19,"13,750,000",2,1,1
121.02025452662436,24.787146369654533,12,80.03,住宅大樓(11層含以上有電梯),住家用,十層/二十四層,有,有,2,112/07/28,"39,990,000",4,2,2
120.97799168449404,24.805708976904636,10,63.57,住宅大樓(11層含以上有電梯),住家用,十六層/十八層,有,有,2,112/07/25,"21,450,000",3,2,1
120.9776431121224,24.76376185959072,26,39.42,華廈(10層含以下有電梯),住家用,二層/十層,有,無,1,112/07/23,"5,810,000",3,2,2
120.97260800912876,24.818293970076382,43,30.20,公寓(5樓含以下無電梯),住家用,一層/四層,無,無,0,112/07/15,"6,800,000",3,2,1
120.98618475734952,24.778515707139253,16,91.59,透天厝,住家用,全/四層,有,無,0,112/07/22,"38,000,000",0,0,0
121.01329184668232,24.78539559265013,33,54.29,華廈(10層含以下有電梯),住家用,三層/六層,有,無,0,112/07/09,"10,500,000",3,2,2
121.01318314796754,24.786235265023404,28,36.76,住宅大樓(11層含以上有電梯),住家用,七層/十三層,有,有,1,112/07/20,"15,100,000",4,2,2
120.96921104471856,24.79395216477577,41,26.35,公寓(5樓含以下無電梯),住家用,五層/五層,無,無,0,112/07/30,"5,450,000",3,2,2
121.01067068944532,24.78108011220951,33,51.70,透天厝,住家用,全/四層,無,無,0,112/07/29,"22,500,000",4,2,3
120.9636279989372,24.81052745573664,32,9.85,華廈(10層含以下有電梯),住家用,二層/五層,有,無,0,112/07/27,"3,800,000",1,1,1
121.0165756354264,24.788302483387465,16,23.03,住宅大樓(11層含以上有電梯),住家用,二層/十一層,有,有,0,112/07/23,"9,000,000",1,1,1
121.01545852336685,24.791995310274405,10,90.82,住宅大樓(11層含以上有電梯),住家用,十七層/二十三層,有,有,2,112/07/18,"45,500,000",4,2,3
120.92743621392034,24.840787133156667,16,60.84,透天厝,住家用,全/四層,無,無,0,112/07/11,"16,000,000",5,2,3
120.979155132694,24.768863256721488,25,72.70,透天厝,住家用,全/五層,無,無,0,112/06/04,"10,000,000",6,3,4
120.95662998981716,24.79513179576361,29,39.26,華廈(10層含以下有電梯),住家用,四層/五層,有,無,0,112/06/21,"6,350,000",3,2,2
120.9720434791431,24.82125524258645,29,33.04,公寓(5樓含以下無電梯),住家用,二層/六層,無,有,1,112/06/21,"6,000,000",2,2,1
120.96311753023052,24.797336524724813,23,11.90,住宅大樓(11層含以上有電梯),住家用,九層/十四層,有,有,0,112/06/19,"3,630,000",1,1,1
121.01399465715168,24.791074530971173,2,33.16,住宅大樓(11層含以上有電梯),住家用,八層/二十四層,有,有,1,112/06/11,"17,300,000",2,2,1
120.97269596398031,24.82320554221965,30,38.96,華廈(10層含以下有電梯),住家用,六層/九層,有,有,1,112/06/29,"9,700,000",3,2,2
120.96425289389052,24.804550664110607,11,83.29,住宅大樓(11層含以上有電梯),住家用,"十一層,見其他登記事項/十一層",有,有,1,112/06/12,"30,560,000",4,2,3
120.95487694737024,24.80181244764992,15,42.43,住宅大樓(11層含以上有電梯),住家用,七層/十二層,有,有,1,112/06/13,"14,880,000",3,2,2
120.95255019144236,24.755982325176763,22,82.22,透天厝,住商用,全/四層,無,無,0,112/06/15,"15,100,000",11,4,7
120.97149860669712,24.8246589204288,33,26.93,公寓(5樓含以下無電梯),住家用,五層/五層,無,無,0,112/06/11,"5,200,000",3,2,1
120.92961887679807,24.725040997069616,12,75.47,透天厝,住家用,全/四層,無,有,0,112/06/12,"21,500,000",4,2,3
120.95309619892636,24.80275991006005,14,52.45,住宅大樓(11層含以上有電梯),住家用,十層/十三層,有,有,1,112/06/24,"15,200,000",3,2,2
120.927588639092,24.833889374098757,1,39.59,住宅大樓(11層含以上有電梯),住家用,十一層/十五層,有,有,1,112/06/14,"10,600,000",2,2,1
121.00972207991866,24.791029724698213,10,32.53,住宅大樓(11層含以上有電梯),住家用,九層/十四層,有,有,1,112/06/10,"14,400,000",2,2,1
120.93503962171404,24.793841915954747,17,107.49,透天厝,工業用,全/三層,無,無,0,112/06/16,"37,800,000",0,0,0
120.93500991278545,24.793914134646872,17,108.73,透天厝,工業用,全/三層,無,無,0,112/06/16,"36,800,000",3,1,2
120.98343148120824,24.80917666173328,26,35.47,住宅大樓(11層含以上有電梯),住家用,十層/十二層,有,有,1,112/06/18,"12,000,000",3,2,2
121.02121271925576,24.78051018069954,3,51.67,住宅大樓(11層含以上有電梯),住家用,二層/二十二層,有,有,1,112/06/07,"27,100,000",2,2,2
121.02096583364984,24.78258679994253,27,35.79,住宅大樓(11層含以上有電梯),住家用,三層/十六層,有,有,0,112/06/28,"13,000,000",3,2,2
120.93259205731428,24.838965774314328,15,18.91,住宅大樓(11層含以上有電梯),住家用,九層/十四層,有,有,0,112/06/25,"5,200,000",1,1,1
120.96492274430038,24.81434686234484,35,48.85,公寓(5樓含以下無電梯),住家用,"一層,二層/五層",無,無,0,112/06/25,"14,000,000",4,2,3
120.95235607114874,24.798290509675677,10,57.64,住宅大樓(11層含以上有電梯),商業用,"一層,見其他登記事項/十五層",有,有,2,112/06/19,"22,000,000",1,1,2
120.95549961400924,24.80313081621968,14,17.06,華廈(10層含以下有電梯),辦公用,十層/十層,有,有,1,112/06/28,"7,400,000",2,1,1
121.01168003192996,24.787716078422623,8,68.45,住宅大樓(11層含以上有電梯),住家用,二十三層/二十三層,有,有,2,112/06/11,"32,250,000",3,2,2
120.92947466081094,24.84034570536827,1,37.38,住宅大樓(11層含以上有電梯),住家用,六層/十二層,有,有,1,112/06/14,"11,280,000",2,2,1
