longitude,latitude,house_age,area,elevator,janitor,parking_space,closing_year,bedroom,living_room,bathroom,residential,property_type_apartment,property_type_detached_house,property_type_mansion,property_type_residential_building,sale_floor_all,sale_floor_basement,sale_floor_other,lower_floor,middle_floor,higher_floor,sale_floor_count,total_floor,price
0.8432093358957218,0.9833033046090628,0.0,0.0107571148431214,1,0,0.05,111,0.09375,0.0476190476190476,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.1379310344827586,8890000
0.8594657294463843,0.9551231947395388,0.0435435435435435,0.0042707914320193,1,1,0.0,110,0.03125,0.0476190476190476,0.0095238095238095,1,0,0,0,1,0,0,0,0,0,0,0.125,0.3793103448275862,2280000
0.8893228626177745,0.9375958719748853,0.0,0.0071776950925181,1,1,0.0,110,0.0625,0.0476190476190476,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.2413793103448275,5000000
0.8790103046096647,0.9486209155906912,0.0195195195195195,0.0037208366854384,1,1,0.0,110,0.03125,0.0476190476190476,0.0095238095238095,1,0,0,1,0,0,0,0,0,0,0,0.125,0.1379310344827586,2600000
0.9621000459553954,0.933519171154046,0.0165165165165165,0.0151787510056315,1,1,0.05,112,0.09375,0.0952380952380952,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.3793103448275862,22550000
0.8942958663591014,0.9708301043619444,0.0435435435435435,0.0063983306516492,1,1,0.0,110,0.03125,0.0476190476190476,0.0095238095238095,1,0,0,1,0,0,0,0,0,0,0,0.125,0.2068965517241379,2800000
0.8175150146543047,0.9518604271024388,0.0,0.0289181918744971,0,0,0.0,110,0.125,0.0476190476190476,0.0476190476190476,0,0,1,0,0,1,0,0,1,1,1,0.625,0.1379310344827586,20900000
0.978919875635853,0.9303977095444615,0.042042042042042,0.0108388224054706,1,1,0.0,111,0.09375,0.0952380952380952,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.2068965517241379,11000000
0.8747292785186858,0.938244372589093,0.045045045045045,0.0061500653660498,1,1,0.0,111,0.09375,0.0952380952380952,0.019047619047619,0,0,0,0,1,0,0,0,0,0,0,0.125,0.5172413793103449,3000000
0.9077245115156244,0.9588346870893468,0.036036036036036,0.0083216009654062,1,1,0.0,112,0.0625,0.0952380952380952,0.0095238095238095,1,0,0,1,0,0,0,0,0,0,0,0.125,0.2068965517241379,5750000
0.991300580632867,0.9200096667891272,0.0405405405405405,0.0094215104585679,1,1,0.0,112,0.09375,0.0952380952380952,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.1724137931034483,9700000
0.8064223604054348,0.9834146978152845,0.0,0.0157444187449718,1,1,0.05,110,0.09375,0.0476190476190476,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.4827586206896552,7120000
0.8925210334701035,0.9703667914128076,0.0405405405405405,0.0124321198712791,1,1,0.05,110,0.0625,0.0952380952380952,0.019047619047619,1,0,0,1,0,0,0,0,0,0,0,0.125,0.3103448275862069,6500000
0.8023320231681055,0.9349192429508336,0.0105105105105105,0.0114327735317779,1,1,0.05,110,0.09375,0.0952380952380952,0.019047619047619,0,0,0,1,0,0,0,0,0,0,0,0.125,0.2758620689655172,6800000
0.9639875851140688,0.9312586635421738,0.0135135135135135,0.0138840004022526,1,1,0.05,110,0.09375,0.0952380952380952,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.3793103448275862,18000000
0.8603199461933002,0.9468645632240892,0.0195195195195195,0.0191949919549477,1,1,0.05,110,0.125,0.0952380952380952,0.019047619047619,1,0,0,0,1,0,0,0,0,0,0,0.125,0.4137931034482758,13200000
0.9687636728102405,0.9309938050279208,0.006006006006006,0.0205525945293644,1,1,0.05,110,0.09375,0.0952380952380952,0.019047619047619,0,0,0,0,1,0,0,0,0,0,0,0.125,1.0,24340000
0.9662155135023625,0.9335630986049176,0.069069069069069,0.006546032783588,0,0,0.0,112,0.15625,0.0952380952380952,0.0095238095238095,1,0,1,0,0,1,0,0,1,1,1,0.25,0.0344827586206896,12500000
0.8794102734502189,0.9404834569041788,0.0555555555555555,0.0092643805309734,0,0,0.0,111,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0.125,0.1379310344827586,8600000
