AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,pimg,pu,punit,r,reid,s,sq,t,tp,tunit,twn,type,unit,v
,丙種建築用地,富群街００５４號#富群街５４號,透天厝,,,O,,,112/05/14,無,,全/三層,,27,1411,5,1,0,24.769688499676427,120.95468090459401,有,,總價/總面積,其他增建;,,bt_02.png,住家用,1,72,,76.42,8LRcmeOpTJrWZN3B6dAf8vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"16,000,000",1,O01,Biz,2,4房3廳4衛
住,,東大路一段００５０號#東大路一段５０號,華廈(10層含以下有電梯),,63.60%,O,,,112/05/07,有,,一層/七層,-1,,1412,1,1,1,24.802620926068464,120.97633051941328,有,,總價/總面積,,"883,762",bt_06.png,住家用,1,15,,18.62,s5a8QuzxJqyg/2vMr1rR9/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,460,000",1,O01,Biz,2,1房1廳1衛
商,,自由路０９５巷０１８弄００１２號#自由路９５巷１８弄１２號,公寓(5樓含以下無電梯),,59.04%,O,,,112/05/20,無,,"一層,騎樓/七層",,32,1413,1,2,0,24.813329320993,120.97933564840883,有,,總價/總面積,平台外推、天井、地下一層其他增建;,"285,064",bt_01.png,住家用,1,16,,84.19,AQxnHSwGa3CJlVybWWqel/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"24,000,000",1,O01,Biz,2,5房3廳1衛
住,,長興街０１８５號#長興街１８５號,透天厝,,,O,,,112/05/27,無,,全/一層,,45,1414,1,1,0,24.75209674317801,120.90708077943286,無,,總價/總面積,,,bt_02.png,住家用,1,16,,23.46,1h3VQrAa54mfOBftGa7EL/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"14,380,000",1,O01,Biz,2,4房3廳4衛
住,,武陵路１７９巷００１２號１１樓之１#武陵路１７９巷１２號１１樓之１,住宅大樓(11層含以上有電梯),,66.84%,O,,,112/05/28,有,,十一層/二十一層,,23,1415,2,1,0,24.822401105771586,120.96819496083258,有,,總價/總面積,,"281,881",bt_05.png,住家用,1,164,,34.77,59QiAw38jF8iV7JDoy9sPvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,800,000",1,O01,Biz,2,3房2廳2衛
,丙種建築用地,藝術路００４１號#藝術路４１號,華廈(10層含以下有電梯),,83.47%,O,,,112/05/16,有,,一層/六層,,1,1416,1,1,0,24.769240366325878,120.96735810562217,有,,總價/總面積,預售屋、或土地及建物分件登記案件;,"460,030",bt_06.png,其他,1,103,,31.08,+CMssx+/Gote07dIJ0htpvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"14,300,000",1,O01,Biz,2,1廳1衛
住,,寶山路４５２巷００７弄００３５號二樓之３#寶山路４５２巷７弄３５號二樓之３,公寓(5樓含以下無電梯),,25.33%,O,,,112/05/28,無,,二層/四層,,19,1417,1,2,0,24.78390620529378,120.9914355640853,有,,總價/總面積,含約定專用,"414,678",bt_01.png,住家用,1,10,,21.46,UHlkjVCGSPhHmPMhJxGws/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"8,900,000",1,O01,Biz,2,5房5衛
商,,世界街０１２２號#世界街１２２號,透天厝,,,O,,,112/05/30,無,,全/四層,,49,1418,3,1,0,24.80760302717796,120.9672986088818,無,,總價/總面積,,,bt_02.png,住商用,1,9,,85.34,TweTNPw5Y1x60/1DxFmr7vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"28,500,000",1,O01,Biz,2,9房9衛
,丙種建築用地,東香路一段１１３巷００７弄００１２號#東香路一段１１３巷７弄１２號,透天厝,,,O,,,112/05/25,無,,全/四層,,26,1419,3,1,0,24.76652135910088,120.96153462508985,有,,總價/總面積,法空加裝採光罩/頂樓加裝採光罩其他增建;,,bt_02.png,住家用,1,39,,86.68,lmqjKkpZ81pmM00kZThmY/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"15,000,000",1,O01,Biz,2,4房3廳4衛
,乙種建築用地,明湖路６４８巷００４３號#明湖路６４８巷４３號,透天厝,,,O,,,112/05/06,無,,全/二層,,,1420,1,1,0,24.773446987665725,120.96420247254491,無,,總價/總面積,頂樓加蓋;,,bt_02.png,住家用,1,11,,30.44,UWeys63wsRjKOBA8XVlUH/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"12,000,000",1,O01,Biz,2,4房2廳3衛
住,,牛埔路０１３５之２號八樓#牛埔路１３５之２號八樓,住宅大樓(11層含以上有電梯),,42.48%,O,,,112/05/30,有,60.34%,八層/十五層,,15,1421,1,1,1,24.79920213692964,120.95152489063915,有,,總價/總面積,,"246,621",bt_05.png,住家用,1,95,,35.60,3BO8h8vu9dcfjVwxIGI5UfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"8,780,000",1,O01,Biz,2,2房2廳1衛
,丙種建築用地,中華路四段４１１巷００９弄０００９之２號#中華路四段４１１巷９弄９之２號,透天厝,,,O,,,112/05/09,無,,全/四層,1,,1422,1,1,0,24.78797647678555,120.94280630091883,無,,總價/總面積,土地價款744萬元整;建物價款686萬元整,,bt_02.png,住家用,1,11,,53.49,57gvobS++NnYqUsyaRc5ivPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"14,300,000",1,O01,Biz,2,4房2廳3衛
住,,光復路一段０８９巷０１７１之１０號２樓之１#光復路一段８９巷１７１之１０號２樓之１,華廈(10層含以下有電梯),,78.27%,O,,,112/05/26,有,,二層/五層,,23,1423,1,1,0,24.777538995019626,121.0260578947234,有,,總價/總面積,,"404,565",bt_06.png,住家用,1,22,,16.31,76DDiaf92A9Xqc/4g6I31vPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,600,000",1,O01,Biz,2,1房1廳1衛
住,,國光街００２３號五樓之１#國光街２３號五樓之１,住宅大樓(11層含以上有電梯),,47.75%,O,,,112/05/29,有,59.36%,五層/十五層,,9,1424,2,1,2,24.81122195088519,120.96083830469206,有,,總價/總面積,,"361,673",bt_05.png,住家用,1,56,,92.24,2ioaUX/3FLSLvnHnqYZvkPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"33,360,000",1,O01,Biz,2,5房2廳2衛
,丙種建築用地,中華路六段０４５３號#中華路六段４５３號,透天厝,,,O,,,112/05/13,無,,全/二層,,,1425,2,1,0,24.734332068038043,120.9133714128424,無,,總價/總面積,,,bt_02.png,住家用,1,10,,59.76,Yxh3HzRgWS/VCdfwg5KBZvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,850,000",1,O01,Biz,2,4房2廳2衛
住,,東明街００４８號#東明街４８號,華廈(10層含以下有電梯),,54.15%,O,,,112/05/12,有,,"一層,二層/九層",,,1426,1,1,0,24.805430229498533,120.98797211140992,有,,總價/總面積,,"265,190",bt_06.png,住家用,1,33,,43.97,oXA5qo7as1vXX+oFXKeJ+/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"11,660,000",1,O01,Biz,2,2廳2衛
,丙種建築用地,至善街０３３巷００４５號四樓#至善街３３巷４５號四樓,公寓(5樓含以下無電梯),,70.92%,O,,,112/05/07,無,,四層/四層,,25,1427,2,1,0,24.755665607330574,120.9503750815197,有,,總價/總面積,陽台外推;,"123,954",bt_01.png,住家用,1,76,,9.52,KL2kZRe+tFdBCVZyKpXHvfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"1,180,000",1,O01,Biz,2,1房1廳1衛
商,,光復路二段０９６２號５樓之４#光復路二段９６２號５樓之４,住宅大樓(11層含以上有電梯),,63.11%,O,,,112/05/25,有,,五層/十二層,,28,1428,3,1,0,24.80365073622896,120.98002963798173,有,,總價/總面積,陽台外推;,"255,914",bt_05.png,其他,1,17,,11.84,ZWBINE00oKt68Y5NN45ZjPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"3,030,000",1,O01,Biz,2,1房1廳1衛
商,,光復路二段０９６２號５樓之５#光復路二段９６２號５樓之５,住宅大樓(11層含以上有電梯),,62.96%,O,,,112/05/25,有,,五層/十二層,,28,1429,3,1,0,24.80365073622896,120.98002963798173,有,,總價/總面積,陽台外推;,"255,405",bt_05.png,其他,1,17,,11.04,ZWBINE00oKt68Y5NN45ZjFkeIEbJay5tsYiPsdVHQSE=,房地(土地+建物),"2,820,000",1,O01,Biz,2,1房1廳1衛
住,,東勝路０００８號#東勝路８號,住宅大樓(11層含以上有電梯),,76.38%,O,,,112/05/19,有,,"一層,二層,騎樓/十三層",,28,1430,2,1,0,24.803615555371096,120.9890899934154,有,,總價/總面積,陽台加窗其他增建;,"329,626",bt_05.png,住家用,1,38,,31.55,2qUyXhpJ2gT8Yf2xiPwC6PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,400,000",1,O01,Biz,2,2房1廳2衛
住,,東華路０００７號十二樓之１２#東華路７號十二樓之１２,住宅大樓(11層含以上有電梯),,48.65%,O,,,112/05/30,有,63.30%,十二層/十五層,,9,1431,1,1,1,24.793999439372556,120.94510801320757,有,,總價/總面積,,"315,917",bt_05.png,住家用,1,64,,48.91,0SCVQ5yrpciJiqyNheeQ2PPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"15,450,000",1,O01,Biz,2,3房2廳2衛
住,,建功一路０４７巷００１７號５樓#建功一路４７巷１７號５樓,公寓(5樓含以下無電梯),,100.00%,O,,,112/05/17,無,,五層/五層,,,1432,2,1,0,24.79835222774221,120.99654811279987,有,,總價/總面積,,"420,737",bt_01.png,住家用,1,130,,22.96,HTH/9obNteFk9xCl/GOdxfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,660,000",1,O01,Biz,2,5房2衛
,丙種建築用地,至善街０３７巷００２０號三樓#至善街３７巷２０號三樓,公寓(5樓含以下無電梯),,60.03%,O,,,112/05/14,無,,三層/五層,,26,1433,1,1,0,24.755096889870654,120.95065215361869,有,,總價/總面積,"茄苳210地號 權利範圍:46/10000
205建號權利範圍1/90 
268及270建號權利範圍均為49/10000陽台外推;","128,403",bt_01.png,住家用,1,55,,8.57,vNOnTZfoBp7n1glNvfWjufPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"1,100,000",1,O01,Biz,2,1房1廳1衛
,丙種建築用地,至善街０３７巷００２２號三樓#至善街３７巷２２號三樓,公寓(5樓含以下無電梯),,60.03%,O,,,112/05/14,無,,三層/五層,,26,1434,1,1,0,24.755096889870654,120.95065215361869,無,,總價/總面積,"茄苳210地號 權利範圍:46/10000
205建號: 權利範圍1/90 
268及270建號 權利範圍均為49/10000陽台外推;","128,403",bt_01.png,住家用,1,55,,8.57,vNOnTZfoBp7n1glNvfWjuVkeIEbJay5tsYiPsdVHQSE=,房地(土地+建物),"1,100,000",1,O01,Biz,2,1房1廳1衛
住,,明湖路１１６巷０００８號#明湖路１１６巷８號,透天厝,,,O,,,112/05/29,無,,全/二層,,44,1435,2,1,0,24.792967690027382,120.96755959657334,無,,總價/總面積,其他增建;,,bt_02.png,住家用,1,11,,36.37,hI8jOB4Rxb6w1aVsrWrxrfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"13,000,000",1,O01,Biz,2,5房2廳5衛
住,,尚濱路００６６號十樓之２#尚濱路６６號十樓之２,住宅大樓(11層含以上有電梯),,41.44%,O,,,112/05/05,有,,十層/十三層,,15,1436,1,1,1,24.843666914416428,120.92675182197053,有,,總價/總面積,,"212,664",bt_05.png,住家用,1,57,,33.76,wf6hfVV3uFAPjgQNnSGP6fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"7,180,000",1,O01,Biz,2,2房2廳1衛
住,,尚濱路００６８號十三樓之１#尚濱路６８號十三樓之１,住宅大樓(11層含以上有電梯),,49.09%,O,,,112/05/20,有,,十三層/十三層,,15,1437,1,1,1,24.843666914416428,120.92675182197053,有,,總價/總面積,,"173,769",bt_05.png,住家用,1,57,,42.87,kbrLIkGHlbJgTgK7XKzncfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"7,450,000",1,O01,Biz,2,1房1廳1衛
住,,高翠路００６７號六樓之１#高翠路６７號六樓之１,華廈(10層含以下有電梯),,27.15%,O,,,112/05/22,有,,六層/六層,,16,1438,1,1,1,24.784149821117005,120.98911147536059,有,,總價/總面積,陽台外推;夾層;,"355,696",bt_06.png,辦公用,1,47,,21.82,gKEJ0fu8O/fSPN3zuEat1/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"7,760,000",1,O01,Biz,2,2房1廳1衛
商,,少年街０４９巷０００９號#少年街４９巷９號,透天厝,,,O,,,112/05/29,無,,全/四層,,43,1439,1,1,0,24.806391221348175,120.95926708505226,無,,總價/總面積,頂樓加蓋;,,bt_02.png,住商用,1,8,,65.92,VP/o3mg4CRhHmB8ZmCDgBvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"15,480,000",1,O01,Biz,2,5房3廳4衛
其他,,高峰路１９２巷００１弄００２２號#高峰路１９２巷１弄２２號,透天厝,,,O,,,112/05/03,無,,全/三層,,32,1440,9,1,0,24.785691897957204,120.9741876475718,有,,總價/總面積,,,bt_02.png,其他,1,77,,133.91,Fmqnube6MMXyjAeeT334g/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"20,050,000",1,O01,Biz,2,4房3廳4衛
住,,光華東街０５８巷００１８號４樓#光華東街５８巷１８號４樓,公寓(5樓含以下無電梯),,93.30%,O,,,112/05/09,無,,四層/五層,,,1441,1,1,0,24.816470809333758,120.97618939775572,無,,總價/總面積,,"176,017",bt_01.png,住家用,1,24,,27.27,RZqXezYoLjnYbPt0Yk5zH/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"4,800,000",1,O01,Biz,2,3房2廳1衛
6,,牛埔東路０２４７號１６樓之１０#牛埔東路２４７號１６樓之１０,住宅大樓(11層含以上有電梯),,79.26%,O,,,112/05/23,有,,十六層/十六層,,27,1442,1,1,0,24.795895151704958,120.94431593112567,有,,總價/總面積,陽台外推;,"291,471",bt_05.png,住家用,1,60,,24.70,6w1K4sEifMhAZMa0MR7NP/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,200,000",1,O01,Biz,2,2房2廳1衛
住,,建新路００５６之３號２樓#建新路５６之３號２樓,住宅大樓(11層含以上有電梯),,57.92%,O,,,112/05/13,有,,二層/十五層,,26,1443,1,1,0,24.797548692719054,120.99711190668312,有,,總價/總面積,車位依管委會辦法承租,"355,613",bt_05.png,住家用,1,115,,41.90,mzTStFydY7tMkDDZ5uYEhPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"14,900,000",1,O01,Biz,2,3房2廳2衛
住,,中央路０１２５號十一樓#中央路１２５號十一樓,住宅大樓(11層含以上有電梯),,51.59%,O,,,112/05/12,有,56.70%,十一層/二十三層,,4,1444,1,1,1,24.80735102301062,120.97114647132976,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"397,702",bt_05.png,住家用,1,54,,116.37,ZKbrc8+yhiShqikOsDtElPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"46,280,000",1,O01,Biz,2,3房2廳2衛
住,,學府路４４１巷００７弄０００２號#學府路４４１巷７弄２號,公寓(5樓含以下無電梯),,93.34%,O,,,112/05/29,無,,一層/五層,,41,1445,1,1,0,24.80066294759192,120.98597459390082,無,,總價/總面積,,"500,076",bt_01.png,住家用,1,16,,20.80,aGc8ZD5kjSw863wdlYE/zfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,400,000",1,O01,Biz,2,2廳1衛
工,,０７０５之２７號三樓#中華路四段７０５之２７號三樓,華廈(10層含以下有電梯),,53.92%,O,,,112/05/30,有,,三層/六層,,16,1446,2,1,0,24.788259817203347,120.92972171429406,有,,總價/總面積,,"176,261",bt_06.png,住家用,1,43,,8.57,vpq8vvyl/61p0p1H3/s6sPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"1,510,000",1,O01,Biz,2,1房1廳1衛
住,,光華東街００１６號４樓#光華東街１６號４樓,公寓(5樓含以下無電梯),,100.00%,O,,,112/05/14,無,,四層/五層,,42,1447,1,1,0,24.814935644643576,120.97435965084104,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"216,916",bt_01.png,住家用,1,18,,27.66,Qf+SdBZd+svwdF7Y47DqTvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,000,000",1,O01,Biz,2,3房2廳2衛
住,,明湖路１１２巷０００５號四樓#明湖路１１２巷５號四樓,公寓(5樓含以下無電梯),,91.94%,O,,,112/05/15,無,,四層/五層,,44,1448,1,1,0,24.79344626079004,120.96779684180096,無,,總價/總面積,,"212,754",bt_01.png,住家用,1,17,,35.72,zsE2z5iKz1vGgW7qZviU5fPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"7,600,000",1,O01,Biz,2,3房2廳2衛
,丙種建築用地,至善街０３７巷００２０號#至善街３７巷２０號,公寓(5樓含以下無電梯),,61.40%,O,,,112/05/20,無,,一層/五層,,26,1449,2,1,0,24.755096889870654,120.95065215361869,有,,總價/總面積,陽台外推;,"111,583",bt_01.png,住家用,1,55,,8.87,l6H9pgnR34+tYhTkdIrlA/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"990,000",1,O01,Biz,2,1房1廳1衛
其他,,南大路６３４巷００２０號#南大路６３４巷２０號,華廈(10層含以下有電梯),,56.02%,O,,,112/05/13,有,,一層/五層,,27,1450,2,1,1,24.79371592441512,120.96267353182591,有,,總價/總面積,其他增建;,"265,018",bt_06.png,住家用,1,50,,38.87,vVaPOX35r/ZUC0mZq6UfjPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"10,300,000",1,O01,Biz,2,3房2廳1衛
住,,武陵路１７５巷０００９號２樓之４#武陵路１７５巷９號２樓之４,住宅大樓(11層含以上有電梯),,65.51%,O,,,112/05/29,有,,二層/二十一層,,25,1451,2,1,0,24.821967517354913,120.96720580478681,有,,總價/總面積,,"280,245",bt_05.png,住家用,1,177,,35.68,u6AggsPWsNLTl5+epuNaO/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,000,000",1,O01,Biz,2,3房2廳2衛
商,,經國路二段０１８５號四樓之５#經國路二段１８５號四樓之５,住宅大樓(11層含以上有電梯),,57.98%,O,,,112/05/20,有,,四層/十一層,,15,1452,1,1,0,24.81076213564231,120.96339052778359,有,,總價/總面積,,"391,226",bt_05.png,住家用,1,41,,11.20,ioUWATKgA96+IVL1Az76ifPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"4,380,000",1,O01,Biz,2,1房1廳1衛
商,,四維路０１３０號９樓之２#四維路１３０號９樓之２,住宅大樓(11層含以上有電梯),,55.94%,O,,,112/05/01,有,,九層/十四層,,30,1453,1,2,0,24.800757916018252,120.96134603213858,有,,總價/總面積,,"191,098",bt_05.png,其他,1,47,,50.76,cTd+ArIoOS/Zd4rCUTnDvvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,700,000",1,O01,Biz,2,
住,,光華南街００９２號５樓之１#光華南街９２號５樓之１,公寓(5樓含以下無電梯),,88.31%,O,,,112/05/15,無,,五層/五層,,41,1454,1,1,0,24.81661434264606,120.97100583508801,無,,總價/總面積,,"177,693",bt_01.png,住家用,1,16,,29.26,hmj2FMxgSg7aztw75CigjfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"5,200,000",1,O01,Biz,2,3房2廳2衛
商,,長和街０８２巷００１０號６樓#長和街８２巷１０號６樓,華廈(10層含以下有電梯),,57.67%,O,,,112/05/22,有,,六層/七層,,28,1455,4,1,1,24.809660477324396,120.96269843307915,有,,總價/總面積,客廳陽台外推,"260,281",bt_06.png,住家用,1,50,,44.95,uj3CJUXaVXWNVF8aCyrgDfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"11,700,000",1,O01,Biz,2,3房2廳2衛
住,,東大路四段０２９０號十樓之６#東大路四段２９０號十樓之６,住宅大樓(11層含以上有電梯),,49.70%,O,,,112/05/07,有,,十層/十三層,,13,1456,1,1,1,24.845708134191106,120.92833374839842,有,,總價/總面積,,"208,635",bt_05.png,住家用,1,48,,50.33,f62K5NRH6LlbwTR6EsDKh/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"10,500,000",1,O01,Biz,2,3房2廳2衛
商,,花園街００５６號１０樓之５#花園街５６號１０樓之５,住宅大樓(11層含以上有電梯),,74.30%,O,,,112/05/18,有,,十層/十二層,,,1457,1,1,0,24.80403859643726,120.97742817843326,有,,總價/總面積,,"309,547",bt_05.png,住家用,1,30,,21.87,WU7K90fva06zVTrHnIYOCPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"6,770,000",1,O01,Biz,2,2房2廳1衛
住,,天府路一段０５２５號十樓#天府路一段５２５號十樓,住宅大樓(11層含以上有電梯),,57.62%,O,,,112/05/08,有,63.87%,十層/十四層,,15,1458,1,1,1,24.838965774314328,120.93259205731428,有,,總價/總面積,陽台外推;,"251,805",bt_05.png,住家用,1,76,,34.35,WqdpRRDKg7GemjCWCtZNNPPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"8,650,000",1,O01,Biz,2,3房2廳2衛
,乙種建築用地,金雅三街００９７號五樓之５#金雅三街９７號五樓之５,華廈(10層含以下有電梯),,45.14%,O,,,112/05/08,有,60.35%,五層/九層,,4,1459,1,1,1,24.82713129730061,120.96463224492307,有,,總價/總面積,,"387,907",bt_06.png,住家用,1,44,,37.38,MUL5U3BbZWHJl9YU1Ab+DvPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"14,500,000",1,O01,Biz,2,2房2廳1衛
住,,成功路０６５巷０００７號#成功路６５巷７號,華廈(10層含以下有電梯),,69.38%,O,,,112/05/07,有,,一層/七層,,27,1460,1,1,0,24.814868327046394,120.95654398595298,有,,總價/總面積,,"292,959",bt_06.png,住家用,1,18,,30.04,1N8kkxME0R+b/4IG1NJXy/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"8,800,000",1,O01,Biz,2,3房2廳2衛
住,,光復路二段０２９５號１４樓之３#光復路二段２９５號１４樓之３,住宅大樓(11層含以上有電梯),,60.24%,O,,100,112/05/19,有,,十四層/二十三層,,30,1461,1,1,1,24.7997423037825,120.98936727766336,有,,總價/總面積,,"219,329",bt_05.png,商業用,1,63,,73.77,9NCq+MntqMvrSJhUOFJp0/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"16,180,000",1,O01,Biz,2,
,丙種建築用地,中華路六段４５９巷００６弄００１４號#中華路六段４５９巷６弄１４號,透天厝,,,O,,,112/05/26,無,,全/二層,,,1462,1,1,0,24.733944880204383,120.91522030454324,無,,總價/總面積,其他增建;,,bt_02.png,住家用,1,15,,33.60,u7vKLISdmiMZyNnRejzOb/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"9,000,000",1,O01,Biz,2,5房2廳2衛
住,,關新二街００８１號十八樓#關新二街８１號十八樓,住宅大樓(11層含以上有電梯),,42.93%,O,,,112/05/06,有,54.20%,十八層/二十一層,,5,1463,1,1,1,24.78545830334039,121.0179993846743,有,,總價/總面積,後陽台氣密窗其他增建;,"595,326",bt_05.png,住家用,1,60,,40.31,pjonGxwfmJPpiN6gRZVfVfPJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物)+車位,"24,000,000",1,O01,Biz,2,2房2廳1衛
住,,南大路５３７巷００３１號#南大路５３７巷３１號,公寓(5樓含以下無電梯),,100.00%,O,,,112/05/18,無,,"一層,地下層/五層",,42,1464,1,1,0,24.7911525611548,120.96589851130956,無,,總價/總面積,法空加蓋/後陽台加採光罩其他增建;,"249,041",bt_01.png,住家用,1,12,,43.97,XX7n+FkUbWsgXOm8Y15lD/PJxFjSDt/iFD+qSYGSt/Q=,房地(土地+建物),"10,950,000",1,O01,Biz,2,3房2廳2衛
