longitude,latitude,house_age,area,elevator,janitor,parking_space,closing_year,bedroom,living_room,bathroom,residential,property_type_apartment,property_type_detached_house,property_type_mansion,property_type_residential_building,sale_floor_all,sale_floor_basement,sale_floor_other,sale_floor,total_floor,price
120.9957661,24.81795333,50,263.67,0,0,2,112,0,0,0,0,0,1,0,0,1,0,0,0,3,55800000
120.9774383,24.80291002,30,26.62,0,0,0,112,2,2,2,1,1,0,0,0,0,0,0,5,5,5320000
121.0143401,24.78484474,38,33.04,0,0,0,112,5,2,3,0,0,1,0,0,1,0,0,0,2,18000000
120.9282277,24.8236603,42,32.67,0,0,0,112,3,2,1,1,0,1,0,0,1,0,0,0,2,4860000
120.9890111,24.80069027,31,7.91,1,1,0,112,0,0,0,1,0,0,1,0,0,0,0,6,7,3300000
120.9325921,24.83896577,15,46.98,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,2,14,10300000
121.0122937,24.79311516,9,70.54,1,1,1,112,4,2,2,1,0,0,0,1,0,0,0,8,28,34280000
120.9666803,24.82655393,1,34.33,1,1,1,112,2,2,1,1,0,0,1,0,0,0,0,6,10,14320000
120.9693738,24.81570214,34,52.76,0,0,0,112,5,2,2,1,0,1,0,0,1,0,0,0,5,15100000
120.9470391,24.83487261,8,50.18,1,1,2,112,2,2,1,1,0,0,1,0,0,0,0,8,8,12800000
120.9538554,24.78264436,25,48.67,0,0,0,112,0,0,0,0,0,1,0,0,1,0,0,0,1,29200000
120.953796,24.78271657,25,48.67,0,0,0,112,0,0,0,0,0,1,0,0,1,0,0,0,1,29200000
120.9537366,24.78278879,25,48.67,0,0,0,112,0,0,0,0,0,1,0,0,1,0,0,0,1,29200000
120.9691677,24.80940013,37,7.38,0,1,0,112,3,2,2,1,1,0,0,0,0,0,0,2,5,2000000
120.9691677,24.80940013,37,14.76,0,1,0,112,3,2,2,1,1,0,0,0,0,0,0,2,5,4000000
120.9773198,24.80197102,9,132.55,1,1,3,112,3,2,2,1,0,0,0,1,0,0,0,18,26,46200000
120.9673581,24.76924037,1,52.72,1,1,1,112,0,0,0,0,0,0,1,0,0,0,0,3,6,19100000
120.9620051,24.81271197,25,34.65,0,0,0,112,3,2,2,1,0,1,0,0,1,0,0,0,2,5000000
120.9545463,24.81349538,45,42.22,0,0,0,112,3,2,2,0,0,1,0,0,1,0,0,0,2,7100000
121.0073781,24.79185146,26,17.32,1,1,0,112,2,2,2,1,0,0,1,0,0,0,0,7,10,7700000
120.9288514,24.84020096,25,23.95,1,0,1,112,1,1,1,1,0,0,1,0,0,0,0,3,10,5980000
120.9673581,24.76924037,1,45.07,1,1,1,112,0,0,0,0,0,0,1,0,0,0,0,4,6,11580000
120.9673581,24.76924037,1,52.72,1,1,1,112,0,0,0,0,0,0,1,0,0,0,0,4,6,18810000
120.9673581,24.76924037,1,49.16,1,1,1,112,0,0,0,0,0,0,1,0,0,0,0,6,6,12620000
120.9512944,24.75609025,22,59.46,0,0,0,112,0,0,0,0,0,1,0,0,1,0,0,0,3,9890000
121.0139947,24.79107453,2,46.86,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,16,24,24600000
120.9661855,24.82710457,4,58.45,1,1,2,112,3,2,2,1,0,0,1,0,0,0,0,7,7,18500000
120.9617809,24.80176924,16,12.08,1,1,0,112,1,1,1,0,0,0,1,0,0,0,0,6,10,5750000
120.9776431,24.76376186,26,39.05,1,0,1,112,3,2,2,1,0,0,1,0,0,0,0,4,10,9680000
120.9396414,24.80864175,29,32.47,0,0,1,112,3,2,2,1,1,0,0,0,0,0,0,4,5,5000000
121.0228438,24.77674499,10,69.33,1,1,3,112,5,5,5,0,0,0,1,0,0,0,0,1,9,32800000
120.97788,24.76613642,29,36.48,0,1,1,112,3,2,2,1,1,0,0,0,0,0,0,5,5,5600000
120.9699005,24.80581592,14,11.21,1,1,0,112,1,1,1,0,0,0,1,0,0,0,0,9,10,5250000
120.9592127,24.82158635,9,24.61,1,1,1,112,3,2,2,0,0,0,1,0,0,0,0,8,9,8800000
120.9748542,24.81518852,25,26.64,0,0,0,112,3,2,2,1,1,0,0,0,0,0,0,2,5,5000000
120.9673581,24.76924037,1,45.07,1,1,1,112,0,0,0,0,0,0,1,0,0,0,0,4,6,15100000
120.9776431,24.76376186,25,36.1,0,0,1,112,2,2,1,1,1,0,0,0,0,0,0,5,5,5800000
120.9851425,24.81138886,12,44.92,1,1,1,112,3,2,2,0,0,0,0,1,0,0,0,2,14,20300000
120.9639103,24.82643593,4,35.78,1,1,1,112,2,2,1,1,0,0,1,0,0,0,0,8,10,13550000
120.9443159,24.79589515,27,70.03,1,1,1,112,5,2,2,1,0,0,0,1,0,0,0,4,16,13820000
120.9720861,24.80746856,16,52.6,1,1,1,112,2,1,2,1,0,0,0,1,0,0,0,10,29,16000000
120.9773165,24.76546822,29,28.04,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,4,5,6980000
121.0077151,24.80261359,28,65.74,0,1,1,112,4,2,3,1,0,1,0,0,1,0,0,0,4,16800000
121.0131831,24.78623527,28,23.95,1,1,0,112,2,1,2,0,0,0,0,1,0,0,0,3,13,7600000
120.9631761,24.79998192,25,31.57,1,0,1,112,3,2,2,1,0,0,1,0,0,0,0,3,5,14200000
121.0119868,24.7896211,7,30.87,1,1,1,112,1,2,1,1,0,0,0,1,0,0,0,13,23,14000000
120.9660199,24.81757936,19,52.85,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,8,12,16200000
120.945108,24.79399944,9,39.35,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,6,15,13040000
120.9717284,24.81451082,34,36.74,0,0,0,112,4,2,2,1,1,0,0,0,0,0,0,5,5,6300000
120.9530962,24.80275991,14,63.65,1,1,1,112,4,2,2,1,0,0,0,1,0,0,0,2,13,17500000
120.9762695,24.81146896,35,115.18,1,1,1,112,0,0,0,0,0,0,0,1,0,0,0,10,12,18700000
120.9301641,24.77536712,17,46.84,0,1,0,112,4,2,3,1,0,1,0,0,1,0,0,0,4,10500000
120.9641828,24.77315807,28,20.97,0,0,0,112,2,2,1,1,1,0,0,0,0,0,0,1,5,4500000
120.9939368,24.80170177,25,39.31,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,9,12,15350000
120.9541811,24.81135549,50,44.4,0,0,0,112,6,1,6,1,0,1,0,0,1,0,0,0,3,12000000
120.9517231,24.79816392,13,41.35,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,2,15,12660000
120.9939368,24.80170177,25,43.34,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,12,12,12000000
120.9495347,24.80442002,5,45.31,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,7,7,14800000
120.9683226,24.82617509,25,45.29,1,1,1,112,3,2,2,0,0,0,1,0,0,0,0,8,10,18400000
120.9610504,24.7972096,25,25.91,1,1,0,112,2,2,1,1,0,0,0,1,0,0,0,8,12,5544000
120.9391325,24.79750023,11,46.76,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,2,11,14500000
120.9510275,24.83171397,25,25.16,1,0,0,112,2,2,1,1,0,0,1,0,0,0,0,2,5,7300000
120.9781974,24.81695865,16,77.24,0,0,0,112,5,2,5,0,0,1,0,0,1,0,0,0,5,23500000
121.01168,24.78771608,8,68.45,1,1,2,112,3,2,2,1,0,0,0,1,0,0,0,23,23,32250000
120.9294747,24.84034571,1,37.38,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,6,12,11280000
120.9554996,24.80313082,14,17.06,1,1,1,112,2,1,1,0,0,0,1,0,0,0,0,10,10,7400000
120.9271733,24.83356415,4,43.36,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,15,15,10100000
120.9325921,24.83896577,15,30.48,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,1,14,8200000
120.9510275,24.83171397,25,24.21,1,0,0,112,2,2,1,1,0,0,1,0,0,0,0,3,5,7390000
120.9510275,24.83171397,25,24.48,1,0,0,112,2,2,1,1,0,0,1,0,0,0,0,2,5,7300000
120.9510275,24.83171397,25,24.82,1,0,0,112,2,2,1,1,0,0,1,0,0,0,0,2,5,7300000
120.9554996,24.80313082,14,19.58,1,1,1,112,3,2,1,0,0,0,1,0,0,0,0,6,10,8200000
120.9747639,24.82158075,27,43.42,0,0,0,112,2,2,2,0,1,0,0,0,0,0,0,1,5,13700000
120.9275886,24.83388937,1,39.59,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,11,15,10600000
121.0097221,24.79102972,10,32.53,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,9,14,14400000
120.9350396,24.79384192,17,107.49,0,0,0,112,0,0,0,0,0,1,0,0,1,0,0,0,3,37800000
120.9350099,24.79391413,17,108.73,0,0,0,112,3,1,2,0,0,1,0,0,1,0,0,0,3,36800000
121.0232206,24.7822795,32,10.22,1,1,0,112,0,0,0,1,0,0,1,0,0,0,0,3,5,3500000
120.9631175,24.79733652,23,11.9,1,1,0,112,1,1,1,1,0,0,0,1,0,0,0,9,14,3630000
120.9791551,24.76886326,25,72.7,0,0,0,112,6,3,4,1,0,1,0,0,1,0,0,0,5,10000000
120.95663,24.7951318,29,39.26,1,0,0,112,3,2,2,1,0,0,1,0,0,0,0,4,5,6350000
120.9720435,24.82125524,29,33.04,0,1,1,112,2,2,1,1,1,0,0,0,0,0,0,2,6,6000000
121.0139947,24.79107453,2,33.16,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,8,24,17300000
120.972696,24.82320554,30,38.96,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,6,9,9700000
120.9771119,24.80294609,25,30.11,0,0,0,112,0,0,0,1,1,0,0,0,0,0,0,3,3,8000000
120.9525502,24.75598233,22,82.22,0,0,0,112,11,4,7,0,0,1,0,0,1,0,0,0,4,15100000
120.9296189,24.725041,12,75.47,0,1,0,112,4,2,3,1,0,1,0,0,1,0,0,0,4,21500000
120.9530962,24.80275991,14,52.45,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,10,13,15200000
120.9714986,24.82465892,33,26.93,0,0,0,112,3,2,1,1,1,0,0,0,0,0,0,5,5,5200000
120.9834315,24.80917666,26,35.47,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,10,12,12000000
120.9325921,24.83896577,15,18.91,1,1,0,112,1,1,1,1,0,0,0,1,0,0,0,9,14,5200000
120.9649227,24.81434686,35,48.85,0,0,0,112,4,2,3,1,1,0,0,0,0,0,0,1,5,14000000
121.0212127,24.78051018,3,51.67,1,1,1,112,2,2,2,1,0,0,0,1,0,0,0,2,22,27100000
121.0209658,24.7825868,27,35.79,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,3,16,13000000
120.9523561,24.79829051,10,57.64,1,1,2,112,1,1,2,0,0,0,0,1,0,0,1,0,15,22000000
120.9713466,24.79755501,41,28.1,0,0,0,112,2,3,3,0,0,1,0,0,1,0,0,0,3,8000000
120.9257553,24.78921494,18,10.8,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,8,8,1600000
120.9616421,24.80293389,25,2.05,0,0,0,112,4,1,1,1,0,1,0,0,1,0,0,0,2,700000
121.0130246,24.78340931,29,36.13,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,5,13,12000000
120.9546561,24.81060627,45,22.38,0,0,0,112,5,2,3,0,0,1,0,0,1,0,0,0,2,5000000
120.9639103,24.82643593,4,36.96,1,1,1,112,2,2,1,1,0,0,1,0,0,0,0,7,10,13100000
120.9632924,24.80811673,25,23.65,0,0,0,112,3,1,1,1,1,0,0,0,0,0,0,2,5,4850000
120.9642529,24.80455066,11,83.29,1,1,1,112,4,2,3,1,0,0,0,1,0,0,1,0,11,30560000
120.9548769,24.80181245,15,42.43,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,7,12,14880000
120.9772077,24.81987475,33,15.36,1,0,0,112,1,1,1,1,0,0,1,0,0,0,0,4,5,2200000
120.9756147,24.8212649,29,38.23,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,5,6,10350000
120.9713412,24.82089397,29,31.39,1,1,0,112,3,2,2,1,0,0,1,0,0,0,0,6,7,9900000
121.0188306,24.78845569,35,47.23,0,0,0,112,4,2,2,0,0,1,0,0,1,0,0,0,2,24000000
120.9683056,24.77616554,18,25.38,1,1,1,112,0,0,0,1,0,0,1,0,0,0,0,3,4,5680000
120.960471,24.81537501,42,11.46,1,1,0,112,0,0,0,1,0,0,1,0,0,0,0,7,7,2800000
120.9799588,24.81375375,25,26.01,1,1,0,112,2,2,1,1,0,0,0,1,0,0,0,5,12,7000000
120.922312,24.79169606,17,8.83,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,3,5,2150000
120.9891115,24.78414982,16,25.21,1,1,1,112,1,1,1,0,0,0,1,0,0,0,0,6,6,8300000
120.9518282,24.75664118,22,59.46,0,1,0,112,0,0,0,0,0,1,0,0,1,0,0,0,3,11770000
120.9779029,24.80428243,24,36.12,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,5,12,11700000
120.9515249,24.79920214,15,36.64,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,12,15,10500000
120.968195,24.82240111,23,21.51,1,1,0,112,2,2,1,1,0,0,0,1,0,0,0,3,20,7600000
120.9614816,24.81031024,8,23.96,1,1,0,112,2,2,2,1,0,0,0,1,0,0,0,11,11,7750000
120.9647908,24.79105299,28,39.89,1,1,1,112,3,2,1,1,0,0,1,0,0,0,0,7,8,10260000
121.0037288,24.79573391,12,64.82,1,1,1,112,4,2,2,1,0,0,0,1,0,0,0,10,13,26500000
120.9558257,24.80396155,17,42.37,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,4,13,15100000
120.9608614,24.80057723,27,30.79,1,1,0,112,3,2,1,1,0,0,0,1,0,0,0,5,12,6460000
120.9879721,24.80543023,25,42.34,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,3,9,12000000
120.968217,24.81357114,23,58.51,1,1,1,112,3,2,2,0,0,0,0,1,0,0,0,8,12,9180000
120.9696202,24.77882023,26,75.51,0,1,0,112,4,2,2,1,0,1,0,0,1,0,0,0,3,19500000
120.9499204,24.75542169,26,12.95,1,1,0,112,0,0,0,1,0,0,1,0,0,0,0,5,8,1280000
120.963956,24.80510133,6,30.95,1,1,1,112,3,2,2,1,0,0,0,1,0,0,1,0,12,13000000
120.9686378,24.79224563,33,41.98,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,5,6,10260000
120.9775144,24.76476401,29,9.95,1,1,0,112,0,0,0,1,0,0,1,0,0,0,0,1,7,900000
121.0253949,24.77564309,20,43.18,1,1,1,112,2,2,1,1,0,0,1,0,0,0,0,7,10,16000000
121.0159224,24.78477235,32,33.34,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,2,7,13500000
120.9519471,24.75580155,21,67.81,0,0,0,112,0,0,0,1,0,1,0,0,1,0,0,0,4,16000000
120.968195,24.82240111,23,46.24,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,14,22,13250000
120.9507154,24.79531956,7,41.19,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,13,14,15200000
120.9718662,24.81772502,25,31.05,1,1,1,112,2,1,1,1,0,0,1,0,0,0,0,5,7,6000000
120.973756,24.81618148,34,42.81,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,7,7,10200000
121.0114232,24.79114698,8,59.58,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,15,27,33150000
120.9733552,24.79355569,30,36.5,1,0,0,112,3,1,2,1,0,0,1,0,0,0,0,3,7,6500000
120.958949,24.81127562,47,30.1,0,0,0,112,4,2,5,1,0,1,0,0,1,0,0,0,2,11830000
120.9672058,24.82196752,25,38.21,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,2,22,11400000
120.9619571,24.80774623,27,10.48,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,6,6,4100000
120.978414,24.76595593,30,28.37,0,1,0,112,3,2,1,1,1,0,0,0,0,0,0,1,5,5800000
120.9595876,24.79400405,32,34.35,0,1,0,112,3,2,2,1,1,0,0,0,0,0,0,4,5,5530000
120.9720449,24.81480882,25,26.27,0,0,0,112,4,2,2,1,1,0,0,0,0,0,0,1,5,12500000
120.9270162,24.83158682,9,65.72,0,0,0,112,3,2,4,0,0,1,0,0,1,0,0,0,4,14500000
121.0014736,24.78907082,31,38.09,1,0,1,112,3,2,2,1,0,0,1,0,0,0,0,3,5,13300000
120.9507154,24.79531956,7,47.89,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,4,13,16300000
120.965052,24.81200848,26,8.65,1,1,0,112,0,0,0,0,0,0,0,1,0,0,0,12,12,2100000
120.9585816,24.81544673,28,46.59,1,1,1,112,4,2,2,1,0,0,1,0,0,0,0,1,7,13450000
120.9972701,24.80208107,14,83.03,1,1,2,112,4,2,2,1,0,0,0,1,0,0,0,6,14,38200000
120.9790978,24.81615523,32,49.55,1,1,2,112,3,2,2,1,0,0,1,0,0,0,0,7,7,12000000
120.9645693,24.80500217,25,22.75,0,0,0,112,3,2,2,1,0,1,0,0,1,0,0,0,2,10000000
120.9607175,24.81788503,16,11.44,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,5,7,3300000
120.9740987,24.78559256,32,93.21,0,1,0,112,4,3,4,0,0,1,0,0,1,0,0,0,3,20000000
120.923785,24.79268996,25,30.77,0,0,0,112,3,2,2,1,0,1,0,0,1,0,0,0,1,16300000
120.9770421,24.8059526,29,10.4,1,1,0,112,0,0,0,1,0,0,1,0,0,0,0,4,9,3650000
121.0177229,24.78876281,13,38.63,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,9,14,14000000
120.9267144,24.82319008,40,31.44,0,0,0,112,7,4,3,1,0,1,0,0,1,0,0,0,2,5210000
120.9658434,24.81175587,2,66.84,1,1,2,112,3,2,2,1,0,0,0,1,0,0,0,5,14,25500000
120.9677996,24.82096548,27,37.14,1,1,0,112,4,2,2,1,0,0,0,1,0,0,0,4,15,11450000
120.9829966,24.80675694,7,83.77,1,1,2,112,4,2,2,1,0,0,0,1,0,0,0,14,14,39800000
120.9921072,24.79808121,35,37.39,0,0,0,112,4,1,2,1,1,0,0,0,0,0,0,1,5,8900000
120.9507154,24.79531956,7,47.89,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,10,13,16880000
120.9666803,24.82655393,1,34.33,1,1,1,112,2,2,1,1,0,0,1,0,0,0,0,7,10,13900000
120.9667522,24.81653221,26,44.97,1,1,0,112,3,2,2,1,0,0,1,0,0,0,0,6,7,12500000
120.9677904,24.81822981,19,48.71,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,9,13,16450000
120.9776431,24.76376186,26,43.28,0,0,1,112,3,2,2,1,1,0,0,0,0,0,0,5,5,5730000
120.9503751,24.75566561,25,9.62,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,3,10,950000
120.9891115,24.78414982,16,21.3,1,1,1,112,1,1,1,0,0,0,1,0,0,0,0,4,6,8330000
121.0121743,24.78493523,18,89.35,0,0,0,112,9,1,9,1,0,1,0,0,1,0,0,0,5,21825000
120.9458792,24.79458657,8,47.75,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,10,13,16300000
120.9589782,24.81248546,18,40.17,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,2,14,14000000
120.9851425,24.81138886,12,44.71,1,1,1,112,3,2,2,0,0,0,0,1,0,0,0,10,14,22150000
120.9668983,24.82522678,1,40.73,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,5,15,17580000
120.9614816,24.81031024,8,21.5,1,1,0,112,0,0,0,1,0,0,0,1,0,0,0,4,11,7200000
120.9669398,24.81792265,19,46.69,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,5,11,12600000
120.9769808,24.8163987,25,13.62,1,0,0,112,1,1,1,1,0,0,1,0,0,0,0,5,8,2600000
120.9085705,24.74302384,25,69.89,0,0,0,112,2,3,4,1,0,1,0,0,1,0,0,0,3,7000000
120.9073061,24.74162362,25,37.17,1,0,1,112,3,2,2,1,0,0,1,0,0,0,0,4,5,7300000
120.9932338,24.81488352,17,376.92,1,0,0,112,5,2,10,0,0,1,0,0,1,0,0,0,5,50000000
120.9904454,24.79917357,25,47.4,0,0,0,112,4,2,2,1,1,0,0,0,0,0,0,5,5,9180000
120.9585041,24.81051709,29,35.42,1,1,1,112,3,2,2,0,0,0,1,0,0,0,0,5,10,9500000
120.9826889,24.81400689,25,44.83,0,0,0,112,6,2,3,1,0,1,0,0,1,0,0,0,3,19000000
120.9219847,24.79305922,25,45.74,0,0,0,112,4,2,2,1,0,1,0,0,1,0,0,0,2,9500000
120.9499899,24.80390555,25,29.81,0,0,0,112,5,2,3,1,0,1,0,0,1,0,0,0,2,9000000
120.9718662,24.81772502,25,13.29,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,7,7,3450000
121.0023639,24.79639304,16,18.43,1,1,1,112,1,1,1,1,0,0,1,0,0,0,0,5,6,7580000
120.9723906,24.81748135,34,67.56,0,0,0,112,6,1,6,1,0,1,0,0,1,0,0,0,4,22000000
120.9691417,24.79426815,25,23.96,0,0,0,112,4,2,3,1,0,1,0,0,1,0,0,0,2,14700000
120.9965481,24.79835223,39,22.96,0,1,0,112,4,1,2,1,1,0,0,0,0,0,0,1,5,11700000
120.9624012,24.81122235,15,12.95,1,1,0,112,1,1,1,0,0,0,1,0,0,0,0,6,10,5900000
120.9723926,24.80819995,51,45.76,1,0,0,112,5,2,2,1,0,0,1,0,0,0,0,5,8,15300000
120.9437522,24.79587688,34,60.91,0,0,0,112,4,2,2,0,0,1,0,0,1,0,0,0,2,24800000
120.9769808,24.8163987,25,24.74,1,0,0,112,2,1,1,1,0,0,1,0,0,0,0,3,8,6200000
120.966996,24.79255225,25,25.07,0,0,0,112,3,1,2,1,0,1,0,0,1,0,0,0,2,5000000
120.9506522,24.75509689,26,8.87,0,1,0,112,1,1,1,1,1,0,0,0,0,0,0,3,5,1010000
120.9939368,24.80170177,25,39.62,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,11,12,13600000
120.9633027,24.80658187,25,48.68,0,0,0,112,2,2,2,1,0,1,0,0,1,0,0,0,3,26000000
120.9633918,24.80643743,67,12.96,0,0,0,112,5,2,2,1,0,1,0,0,1,0,0,0,1,32220000
120.9632731,24.80655478,25,23.87,0,0,0,112,3,2,2,1,0,1,0,0,1,0,0,0,2,24500000
120.9283337,24.84570813,13,22.96,1,1,0,112,1,1,1,1,0,0,0,1,0,0,0,4,13,5000000
120.9559624,24.80897248,26,48.91,1,1,1,112,4,2,2,1,0,0,0,1,0,0,0,2,13,14100000
120.9595876,24.79400405,32,34.35,0,1,0,112,3,2,2,1,1,0,0,0,0,0,0,5,5,4200000
120.9514923,24.75592781,21,61.11,0,0,0,112,0,0,0,0,0,1,0,0,1,0,0,0,4,8900000
120.9710073,24.8101589,39,27.2,0,0,0,112,3,1,1,1,1,0,0,0,0,0,0,4,4,16550000
120.9748745,24.812498,26,27.76,1,1,1,112,2,1,1,1,0,0,0,1,0,0,0,11,13,9200000
121.0246147,24.78081663,29,33.59,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,12,12,9250000
120.973272,24.81274149,31,18.62,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,7,10,5200000
120.9601461,24.81064393,25,46.01,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,5,5,19200000
120.97894,24.81332927,16,47.32,1,1,1,112,4,2,2,1,0,0,0,1,0,0,0,4,11,15830000
120.967014,24.79897161,25,35.75,0,0,0,112,3,2,2,1,1,0,0,0,0,0,0,3,5,5000000
120.9774282,24.8040386,25,24.97,1,1,0,112,2,2,1,0,0,0,0,1,0,0,0,3,12,7800000
120.9880704,24.81232809,9,66.23,1,1,2,112,4,2,2,1,0,0,0,1,0,0,0,11,12,23600000
120.980471,24.7641234,15,22.47,1,1,1,112,1,1,1,1,0,0,1,0,0,0,0,4,7,4880000
120.9736258,24.82358491,31,10.85,1,1,0,112,1,1,1,1,0,0,1,0,0,0,0,3,7,3030000
120.9801939,24.7657756,17,43.46,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,6,7,13000000
121.0254751,24.78084357,16,10.79,1,1,0,112,1,1,1,0,0,0,1,0,0,0,0,6,7,5500000
120.980471,24.7641234,15,21.37,1,1,1,112,1,1,1,1,0,0,1,0,0,0,0,3,7,4700000
120.9530962,24.80275991,14,55.68,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,8,13,15200000
120.9391325,24.79750023,11,51.47,1,1,1,112,4,2,2,1,0,0,0,1,0,0,0,5,11,16500000
120.9668045,24.80581526,8,68.69,1,1,2,112,4,2,2,1,0,0,0,1,0,0,0,11,24,30000000
120.9524512,24.75638858,22,79.58,0,0,0,112,0,0,0,0,0,1,0,0,1,0,0,0,4,14500000
120.968195,24.82240111,23,34.88,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,9,20,9800000
120.9578494,24.81598825,34,46.38,1,1,0,112,4,2,2,1,0,0,0,1,0,0,0,2,12,11500000
120.9523561,24.79829051,10,37.59,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,4,15,12650000
120.9673581,24.76924037,1,35.95,1,1,1,112,0,0,0,0,0,0,1,0,0,0,0,3,6,12100000
120.9673581,24.76924037,1,61.47,1,1,1,112,0,0,0,0,0,0,1,0,0,0,0,3,6,22280000
120.9571372,24.81590678,31,55.44,0,0,0,112,7,2,3,0,0,1,0,0,1,0,0,0,3,18500000
120.9683056,24.77616554,18,24.4,1,1,0,112,1,1,1,1,0,0,1,0,0,1,0,0,4,5360000
120.9792351,24.76389751,25,65.76,0,1,0,112,6,3,3,1,0,1,0,0,1,0,0,0,4,13000000
120.9530962,24.80275991,14,52.33,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,4,11,17700000
120.9526905,24.8032383,25,73.24,1,0,0,112,4,2,4,1,0,1,0,0,1,0,0,0,4,30000000
120.9674326,24.82488381,4,55.05,1,1,2,112,3,2,2,1,0,0,1,0,0,0,0,2,10,18000000
121.0115017,24.78424006,23,72.71,1,1,2,112,3,2,2,1,0,0,0,1,0,0,0,6,15,25950000
120.9432359,24.84362894,40,34.64,0,0,0,112,3,2,1,1,0,1,0,0,1,0,0,0,2,3300000
120.9665146,24.81706484,26,44.28,1,1,1,112,3,2,2,1,0,0,1,0,0,0,0,4,7,7900000
121.0119868,24.7896211,7,39.6,1,1,1,112,2,2,1,1,0,0,0,1,0,0,0,7,23,20200000
120.9851425,24.81138886,12,43.07,1,1,1,112,0,0,0,0,0,0,0,1,0,0,0,6,14,19500000
120.9672058,24.82196752,25,58.02,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,19,22,16200000
121.0088117,24.78466459,32,10.29,0,0,0,112,1,1,1,1,1,0,0,0,0,0,0,2,4,2400000
121.011907,24.78292185,4,54.55,1,1,1,112,3,2,2,0,0,0,1,0,0,0,1,0,6,24800000
120.9272441,24.7291389,2,73.89,0,1,0,112,3,2,3,1,0,1,0,0,1,0,0,0,3,25200000
120.9779029,24.80428243,24,29.84,1,1,0,112,3,2,2,1,0,0,0,1,0,0,0,4,12,10300000
120.9672058,24.82196752,25,46.65,1,1,1,112,3,2,2,1,0,0,0,1,0,0,0,21,22,13000000
120.9677996,24.82096548,27,39.62,1,1,1,112,4,2,2,1,0,0,0,1,0,0,0,12,15,11800000
120.9763367,24.82194217,40,43.23,0,0,0,112,4,2,3,1,0,1,0,0,1,0,0,0,2,18620000
120.9791372,24.81695878,29,35.09,0,1,1,112,2,1,1,1,1,0,0,0,0,0,0,3,4,7500000
120.9770421,24.8059526,29,29.33,1,1,0,112,2,1,2,0,0,0,1,0,0,0,0,3,9,7900000
